"Surface Carrez du 1er lot","Surface Carrez du 2eme lot","Surface Carrez du 3eme lot","Surface Carrez du 4eme lot","Surface Carrez du 5eme lot","Nombre de lots","Type local","Surface reelle bati","Nombre pieces principales","Nature culture","Nature culture speciale","Surface terrain"
"27,01",,,,,2,"Appartement",26,1,,,
"78,83",,,,,4,"Appartement",79,3,,,
"56,61",,,,,4,"Appartement",55,3,,,
"48,96",,,,,3,"Appartement",52,2,,,
"50,04",,,,,1,"Appartement",48,3,,,
"30,05",,,,,1,"Appartement",41,2,,,
"34,02",,,,,2,"Appartement",30,1,,,
"25,63",,,,,2,"Appartement",26,1,,,
"46,27",,,,,1,"Appartement",54,2,,,
"23,89",,,,,2,"Appartement",25,2,,,
"65,4",,,,,2,"Appartement",65,3,,,
"32,57",,,,,1,"Appartement",35,2,,,
"46,58",,,,,2,"Appartement",62,3,,,
"22,77",,,,,1,"Appartement",15,1,,,
"30,46",,,,,1,"Appartement",27,2,,,
"23,74",,,,,1,"Appartement",37,2,,,
"45,01",,,,,1,"Appartement",48,2,,,
"82,62",,,,,2,"Appartement",83,3,,,
"78,74",,,,,2,"Appartement",81,3,,,
"320,2",,,,,3,"Appartement",325,8,,,
"14,77",,,,,1,"Appartement",14,1,,,
"7,79",,,,,1,"Appartement",8,1,,,
"59,79",,,,,1,"Appartement",63,2,,,
"31,4",,,,,1,"Appartement",30,2,,,
"55,5",,,,,2,"Appartement",56,2,,,
"92,34",,,,,7,"Appartement",84,5,,,
"52,23",,,,,1,"Appartement",86,2,,,
"8,2",,,,,1,"Appartement",20,2,,,
"58,74",,,,,2,"Appartement",58,3,,,
"47,55",,,,,2,"Appartement",46,3,,,
"101,99",,,,,2,"Appartement",107,5,,,
"11,72",,,,,1,"Appartement",6,1,,,
"65,43",,,,,2,"Appartement",68,2,,,
"26,81",,,,,1,"Appartement",24,1,,,
"20,07",,,,,1,"Appartement",23,2,,,
"48,31",,,,,1,"Appartement",49,2,,,
"28,84",,,,,1,"Appartement",37,1,,,
"36,03",,,,,2,"Appartement",30,2,,,
"15,38",,,,,1,"Appartement",14,1,,,
"14,61",,,,,1,"Appartement",16,1,,,
"19,68",,,,,4,"Appartement",20,1,,,
"28,16",,,,,2,"Appartement",31,1,,,
"211,07",,,,,1,"Appartement",205,7,,,
"28,29",,,,,2,"Appartement",26,2,,,
"10,22",,,,,1,"Appartement",10,1,,,
"90,1",,,,,2,"Appartement",84,4,,,
"52,77",,,,,1,"Appartement",62,2,,,
"63,2",,,,,2,"Appartement",63,3,,,
"31,94",,,,,1,"Appartement",32,1,,,
"50,67",,,,,3,"Appartement",55,2,,,
"14,45",,,,,1,"Appartement",15,1,,,
"77,43",,,,,2,"Appartement",80,4,,,
"74,29",,,,,2,"Appartement",75,3,,,
"22,03",,,,,1,"Appartement",20,1,,,
"197,4",,,,,3,"Appartement",195,7,,,
"25,14",,,,,1,"Appartement",36,1,,,
"99,07",,,,,1,"Appartement",91,5,,,
"31,57",,,,,1,"Appartement",12,1,,,
"65,04",,,,,2,"Appartement",62,2,,,
"40,75",,,,,2,"Appartement",44,2,,,
"214,53",,,,,3,"Appartement",219,6,,,
"42,78",,,,,1,"Appartement",42,2,,,
"81,1",,,,,2,"Appartement",80,4,,,
"17,65",,,,,1,"Appartement",15,1,,,
"18,03",,,,,1,"Appartement",18,1,,,
"53,78",,,,,2,"Appartement",65,2,,,
"29,64",,,,,2,"Appartement",32,1,,,
"26,38",,,,,1,"Appartement",26,1,,,
"145,05",,,,,2,"Appartement",144,4,,,
"27,58",,,,,1,"Appartement",28,1,,,
"104,76",,,,,1,"Appartement",95,1,,,
"21,27",,,,,1,"Appartement",22,1,,,
"48,06",,,,,1,"Appartement",47,3,,,
"26,25",,,,,1,"Appartement",25,1,,,
"20,55",,,,,5,"Appartement",289,7,,,
"75,77",,,,,1,"Appartement",78,3,,,
"170,75",,,,,1,"Appartement",190,5,,,
"97,89",,,,,1,"Appartement",90,5,,,
"44,61",,,,,1,"Appartement",46,2,,,
"43,49",,,,,2,"Appartement",44,2,,,
"114,19",,,,,2,"Appartement",108,4,,,
"37,71",,,,,1,"Appartement",37,2,,,
"101,52",,,,,2,"Appartement",75,4,,,
"68,66",,,,,1,"Appartement",68,3,,,
"46,82",,,,,1,"Appartement",45,2,,,
"5,27",,,,,1,"Appartement",6,1,,,
"27,63",,,,,1,"Appartement",31,2,,,
"207,82",,,,,2,"Appartement",214,7,,,
"84,86",,,,,1,"Appartement",87,4,,,
"8,75",,,,,1,"Appartement",8,1,,,
"14,25",,,,,1,"Appartement",16,1,,,
"217,8",,,,,2,"Appartement",220,6,,,
"29,01",,,,,1,"Appartement",29,2,,,
"19,55",,,,,2,"Appartement",20,1,,,
"31,64",,,,,2,"Appartement",200,2,,,
"50,87",,,,,2,"Appartement",55,2,,,
"60,3",,,,,2,"Appartement",58,3,,,
"44,14",,,,,1,"Appartement",40,1,,,
"27,41",,,,,2,"Appartement",31,2,,,
"48,25",,,,,3,"Appartement",48,2,,,
"140,39",,,,,2,"Appartement",141,4,,,
"48,75",,,,,2,"Appartement",46,3,,,
"28,1",,,,,1,"Appartement",28,1,,,
"30,04",,,,,2,"Appartement",38,2,,,
"11,5",,,,,1,"Appartement",13,1,,,
"38,15",,,,,1,"Appartement",27,2,,,
"37,72",,,,,1,"Appartement",32,2,,,
"50,7",,,,,2,"Appartement",49,3,,,
"75,03",,,,,2,"Appartement",76,3,,,
31,,,,,1,"Appartement",30,1,,,
"37,38",,,,,2,"Appartement",37,2,,,
"92,71",,,,,2,"Appartement",95,5,,,
"31,67",,,,,1,"Appartement",30,1,,,
"80,92",,,,,2,"Appartement",79,4,,,
"41,11",,,,,2,"Appartement",40,2,,,
"15,3",,,,,1,"Appartement",18,1,,,
"83,23",,,,,1,"Appartement",82,3,,,
"23,29",,,,,2,"Appartement",15,1,,,
"23,08",,,,,1,"Appartement",20,1,,,
"29,71",,,,,2,"Appartement",32,1,,,
"45,86",,,,,1,"Appartement",44,2,,,
"76,49",,,,,2,"Appartement",78,3,,,
"31,77",,,,,1,"Appartement",40,1,,,
"14,07",,,,,1,"Appartement",13,2,,,
"112,5",,,,,1,"Appartement",110,4,,,
"253,3",,,,,5,"Appartement",200,5,,,
"52,68",,,,,2,"Appartement",54,3,,,
"134,5",,,,,2,"Appartement",133,4,,,
"57,55",,,,,1,"Appartement",54,3,,,
"48,43",,,,,2,"Appartement",48,2,,,
"27,08",,,,,2,"Appartement",28,2,,,
"13,76",,,,,1,"Appartement",20,1,,,
"28,11",,,,,1,"Appartement",28,1,,,
"143,08",,,,,1,"Appartement",140,5,,,
"61,19",,,,,2,"Appartement",60,3,,,
"102,08",,,,,1,"Appartement",104,3,,,
"24,91",,,,,1,"Appartement",30,2,,,
"95,8",,,,,2,"Appartement",92,3,,,
"113,67",,,,,2,"Appartement",98,3,,,
"24,17",,,,,1,"Appartement",23,1,,,
"35,39",,,,,1,"Appartement",45,2,,,
"30,05",,,,,1,"Appartement",35,1,,,
"35,61",,,,,2,"Appartement",35,2,,,
"60,12",,,,,2,"Appartement",64,2,,,
"35,78",,,,,1,"Appartement",36,2,,,
"11,45",,,,,1,"Appartement",11,1,,,
"12,15",,,,,1,"Appartement",15,1,,,
"45,33",,,,,1,"Appartement",46,2,,,
"39,28",,,,,1,"Appartement",38,2,,,
"52,3",,,,,3,"Appartement",51,4,,,
"29,44",,,,,1,"Appartement",22,2,,,
"82,5",,,,,2,"Appartement",80,4,,,
"16,88",,,,,2,"Appartement",17,1,,,
"167,61",,,,,1,"Appartement",167,5,,,
"37,21",,,,,1,"Appartement",39,1,,,
"20,67",,,,,1,"Appartement",18,2,,,
"33,73",,,,,1,"Appartement",41,1,,,
"12,9",,,,,3,"Appartement",15,1,,,
"90,27",,,,,1,"Appartement",88,4,,,
"162,11",,,,,1,"Appartement",158,5,,,
"21,25",,,,,1,"Appartement",24,2,,,
"32,01",,,,,1,"Appartement",39,1,,,
"21,72",,,,,1,"Appartement",20,1,,,
"45,75",,,,,2,"Appartement",45,2,,,
"17,06",,,,,1,"Appartement",20,1,,,
"34,2",,,,,1,"Appartement",34,1,,,
"14,01",,,,,1,"Appartement",15,2,,,
"51,4",,,,,1,"Appartement",51,3,,,
"88,34",,,,,1,"Appartement",25,1,,,
"61,41",,,,,2,"Appartement",58,2,,,
26,,,,,1,"Appartement",26,1,,,
"114,46",,,,,1,"Appartement",117,4,,,
9,,,,,2,"Appartement",13,1,,,
"177,53",,,,,1,"Appartement",66,2,,,
"46,47",,,,,2,"Appartement",46,2,,,
"34,3",,,,,2,"Appartement",35,1,,,
"25,15",,,,,2,"Appartement",28,1,,,
"71,15",,,,,1,"Appartement",71,4,,,
"20,23",,,,,1,"Appartement",18,1,,,
"37,26",,,,,1,"Appartement",32,2,,,
"32,21",,,,,2,"Appartement",33,1,,,
"16,55",,,,,1,"Appartement",20,1,,,
"89,01",,,,,2,"Appartement",102,2,,,
"113,87",,,,,2,"Appartement",113,6,,,
"14,21",,,,,1,"Appartement",13,1,,,
"56,97",,,,,1,"Appartement",55,3,,,
"49,53",,,,,1,"Appartement",48,1,,,
"49,61",,,,,2,"Appartement",56,3,,,
"12,42",,,,,1,"Appartement",15,1,,,
"153,41",,,,,1,"Appartement",163,7,,,
"124,03",,,,,1,"Appartement",55,1,,,
"129,53",,,,,1,"Appartement",69,5,,,
"24,84",,,,,1,"Appartement",48,3,,,
"20,25",,,,,4,"Appartement",25,2,,,
"211,15",,,,,3,"Appartement",115,7,,,
"44,59",,,,,2,"Appartement",50,3,,,
"25,48",,,,,2,"Appartement",20,2,,,
"15,01",,,,,1,"Appartement",16,1,,,
"205,08",,,,,2,"Appartement",215,4,,,
"74,29",,,,,1,"Appartement",70,4,,,
"66,5",,,,,2,"Appartement",62,3,,,
"154,2",,,,,2,"Appartement",153,6,,,
"19,39",,,,,1,"Appartement",25,2,,,
"114,85",,,,,2,"Appartement",118,5,,,
"83,92",,,,,2,"Appartement",80,5,,,
"43,59",,,,,1,"Appartement",45,2,,,
"48,01",,,,,1,"Appartement",46,2,,,
"49,16",,,,,1,"Appartement",45,2,,,
"23,11",,,,,2,"Appartement",23,2,,,
"18,54",,,,,3,"Appartement",20,1,,,
"32,4",,,,,2,"Appartement",33,1,,,
"97,14",,,,,2,"Appartement",87,4,,,
"96,22",,,,,1,"Appartement",30,2,,,
"42,32",,,,,2,"Appartement",45,3,,,
"129,34",,,,,2,"Appartement",127,5,,,
"71,2",,,,,2,"Appartement",70,4,,,
"35,8",,,,,1,"Appartement",35,2,,,
"62,9",,,,,1,"Appartement",60,2,,,
"83,83",,,,,1,"Appartement",75,4,,,
"31,9",,,,,2,"Appartement",30,2,,,
"6,75",,,,,1,"Appartement",6,1,,,
"21,37",,,,,1,"Appartement",24,2,,,
"18,33",,,,,2,"Appartement",18,1,,,
157,,,,,2,"Appartement",150,4,,,
"43,21",,,,,1,"Appartement",43,2,,,
"77,5",,,,,1,"Appartement",73,4,,,
"31,71",,,,,4,"Appartement",30,2,,,
"21,04",,,,,1,"Appartement",23,1,,,
"40,25",,,,,1,"Appartement",27,2,,,
"39,83",,,,,1,"Appartement",40,2,,,
"138,07",,,,,3,"Appartement",142,5,,,
"113,62",,,,,1,"Appartement",111,4,,,
"34,44",,,,,3,"Appartement",41,2,,,
"17,08",,,,,1,"Appartement",17,1,,,
"30,98",,,,,1,"Appartement",32,2,,,
"13,88",,,,,1,"Appartement",14,1,,,
"11,32",,,,,1,"Appartement",12,1,,,
"23,2",,,,,1,"Appartement",30,1,,,
"37,14",,,,,2,"Appartement",45,2,,,
"32,46",,,,,2,"Appartement",30,2,,,
"27,2",,,,,1,"Appartement",31,1,,,
"48,5",,,,,1,"Appartement",48,2,,,
"50,98",,,,,2,"Appartement",50,3,,,
"79,6",,,,,2,"Appartement",81,3,,,
"21,51",,,,,1,"Appartement",18,1,,,
"34,48",,,,,1,"Appartement",24,1,,,
"55,32",,,,,2,"Appartement",54,2,,,
"174,91",,,,,1,"Appartement",173,7,,,
"22,8",,,,,2,"Appartement",23,1,,,
"20,47",,,,,1,"Appartement",20,1,,,
"31,4",,,,,2,"Appartement",32,1,,,
"46,27",,,,,1,"Appartement",54,3,,,
"56,93",,,,,2,"Appartement",53,3,,,
"130,53",,,,,1,"Appartement",120,4,,,
"64,86",,,,,1,"Appartement",66,2,,,
"43,05",,,,,2,"Appartement",49,2,,,
"97,07",,,,,2,"Appartement",98,5,,,
"44,36",,,,,1,"Appartement",50,2,,,
"29,66",,,,,1,"Appartement",33,1,,,
"95,06",,,,,2,"Appartement",90,3,,,
"28,8",,,,,1,"Appartement",28,1,,,
"29,55",,,,,1,"Appartement",32,1,,,
"98,68",,,,,1,"Appartement",83,3,,,
"32,1",,,,,1,"Appartement",31,2,,,
"75,32",,,,,1,"Appartement",80,3,,,
"75,9",,,,,2,"Appartement",78,4,,,
"33,8",,,,,1,"Appartement",27,1,,,
"51,95",,,,,1,"Appartement",127,7,,,
"22,68",,,,,1,"Appartement",22,1,,,
31,,,,,3,"Appartement",37,1,,,
31,,,,,3,"Appartement",37,1,,,
"36,84",,,,,2,"Appartement",40,2,,,
"25,54",,,,,1,"Appartement",31,2,,,
"25,72",,,,,2,"Appartement",26,2,,,
"149,43",,,,,3,"Appartement",177,6,,,
"21,52",,,,,1,"Appartement",27,1,,,
"158,54",,,,,5,"Appartement",155,6,,,
"104,97",,,,,1,"Appartement",107,5,,,
"16,65",,,,,1,"Appartement",19,1,,,
"154,65",,,,,3,"Appartement",144,6,,,
"103,1",,,,,2,"Appartement",100,5,,,
"17,92",,,,,1,"Appartement",16,1,,,
"42,17",,,,,2,"Appartement",43,3,,,
"49,5",,,,,2,"Appartement",51,2,,,
"114,18",,,,,1,"Appartement",150,5,,,
"43,83",,,,,3,"Appartement",43,2,,,
"25,47",,,,,2,"Appartement",29,1,,,
"32,5",,,,,3,"Appartement",33,2,,,
"92,11",,,,,1,"Appartement",95,3,,,
"67,11",,,,,2,"Appartement",68,4,,,
"30,1",,,,,1,"Appartement",28,2,,,
27,,,,,1,"Appartement",6,1,,,
"69,36",,,,,1,"Appartement",60,2,,,
"35,02",,,,,1,"Appartement",37,2,,,
"57,26",,,,,1,"Appartement",55,1,,,
"126,12",,,,,2,"Appartement",110,3,,,
"35,6",,,,,1,"Appartement",35,2,,,
"56,44",,,,,1,"Appartement",50,2,,,
"43,52",,,,,1,"Appartement",43,1,,,
"60,7",,,,,2,"Appartement",75,3,,,
"124,75",,,,,1,"Appartement",120,5,,,
"25,18",,,,,2,"Appartement",27,2,,,
"78,48",,,,,4,"Appartement",84,4,,,
43,,,,,1,"Appartement",40,2,,,
"59,61",,,,,1,"Appartement",59,3,,,
"25,05",,,,,1,"Appartement",20,1,,,
"123,26",,,,,2,"Appartement",120,5,,,
"29,03",,,,,1,"Appartement",28,2,,,
"139,39",,,,,2,"Appartement",134,4,,,
"133,34",,,,,1,"Appartement",136,6,,,
"13,28",,,,,1,"Appartement",14,1,,,
"75,14",,,,,2,"Appartement",84,4,,,
"27,09",,,,,1,"Appartement",25,2,,,
"50,92",,,,,2,"Appartement",39,2,,,
"39,11",,,,,2,"Appartement",38,2,,,
"38,86",,,,,2,"Appartement",31,2,,,
"102,53",,,,,1,"Appartement",100,5,,,
"145,23",,,,,1,"Appartement",145,5,,,
"57,81",,,,,1,"Appartement",58,2,,,
"114,69",,,,,1,"Appartement",113,5,,,
"22,55",,,,,1,"Appartement",25,2,,,
"40,02",,,,,2,"Appartement",41,2,,,
"21,65",,,,,4,"Appartement",20,1,,,
"17,51",,,,,1,"Appartement",17,1,,,
"29,39",,,,,1,"Appartement",28,2,,,
"8,3",,,,,1,"Appartement",10,1,,,
"29,61",,,,,2,"Appartement",23,1,,,
"56,32",,,,,1,"Appartement",58,2,,,
"209,68",,,,,3,"Appartement",205,6,,,
"9,87",,,,,1,"Appartement",10,1,,,
"68,01",,,,,2,"Appartement",60,3,,,
"28,16",,,,,2,"Appartement",20,1,,,
"124,39",,,,,3,"Appartement",130,4,,,
"34,07",,,,,2,"Appartement",33,2,,,
"40,23",,,,,1,"Appartement",35,1,,,
57,,,,,1,"Appartement",58,2,,,
"47,66",,,,,1,"Appartement",46,3,,,
"80,05",,,,,2,"Appartement",83,2,,,
"95,35",,,,,1,"Appartement",33,3,,,
"51,25",,,,,2,"Appartement",42,2,,,
"35,08",,,,,1,"Appartement",36,2,,,
"34,04",,,,,5,"Appartement",33,2,,,
"25,16",,,,,1,"Appartement",23,1,,,
"97,35",,,,,1,"Appartement",94,5,,,
"10,69",,,,,1,"Appartement",14,1,,,
44,,,,,6,"Appartement",50,3,,,
"78,27",,,,,3,"Appartement",78,3,,,
"19,7",,,,,1,"Appartement",15,1,,,
"51,03",,,,,3,"Appartement",50,3,,,
65,,,,,2,"Appartement",120,5,,,
"9,17",,,,,1,"Appartement",9,1,,,
"9,02",,,,,1,"Appartement",13,1,,,
"14,19",,,,,1,"Appartement",14,1,,,
"122,23",,,,,1,"Appartement",118,4,,,
"15,8",,,,,1,"Appartement",25,1,,,
"14,35",,,,,1,"Appartement",13,1,,,
"64,37",,,,,2,"Appartement",60,2,,,
"59,06",,,,,1,"Appartement",56,4,,,
"50,15",,,,,1,"Appartement",44,3,,,
"119,29",,,,,5,"Appartement",154,7,,,
"25,61",,,,,1,"Appartement",25,1,,,
"56,85",,,,,5,"Appartement",54,3,,,
"17,55",,,,,1,"Appartement",15,1,,,
"27,65",,,,,1,"Appartement",27,2,,,
"208,92",,,,,2,"Appartement",200,6,,,
"148,36",,,,,1,"Appartement",12,1,,,
"106,81",,,,,1,"Appartement",40,2,,,
"24,48",,,,,2,"Appartement",24,2,,,
"117,26",,,,,2,"Appartement",117,4,,,
"47,52",,,,,2,"Appartement",48,3,,,
"195,1",,,,,2,"Appartement",193,5,,,
"12,98",,,,,1,"Appartement",15,2,,,
"81,55",,,,,2,"Appartement",80,3,,,
"66,9",,,,,1,"Appartement",67,2,,,
"105,42",,,,,2,"Appartement",95,3,,,
"8,24",,,,,1,"Appartement",9,1,,,
"29,97",,,,,3,"Appartement",32,2,,,
"30,43",,,,,1,"Appartement",28,2,,,
"112,87",,,,,2,"Appartement",111,5,,,
"50,78",,,,,1,"Appartement",48,3,,,
"28,4",,,,,1,"Appartement",27,1,,,
"119,1",,,,,2,"Appartement",121,5,,,
"39,86",,,,,1,"Appartement",35,2,,,
"31,65",,,,,1,"Appartement",37,1,,,
"42,01",,,,,1,"Appartement",51,3,,,
"108,6",,,,,1,"Appartement",102,4,,,
"10,38",,,,,1,"Appartement",11,1,,,
"72,54",,,,,2,"Appartement",69,3,,,
"36,47",,,,,1,"Appartement",29,2,,,
"69,08",,,,,2,"Appartement",71,3,,,
"15,6",,,,,1,"Appartement",14,1,,,
"32,3",,,,,2,"Appartement",32,2,,,
"49,6",,,,,1,"Appartement",50,2,,,
"30,18",,,,,1,"Appartement",31,2,,,
"43,61",,,,,2,"Appartement",49,3,,,
"23,53",,,,,1,"Appartement",22,1,,,
"75,15",,,,,2,"Appartement",74,3,,,
"71,31",,,,,2,"Appartement",60,3,,,
"33,83",,,,,2,"Appartement",34,2,,,
"51,67",,,,,2,"Appartement",54,2,,,
"37,83",,,,,1,"Appartement",47,2,,,
"32,7",,,,,1,"Appartement",38,2,,,
"47,03",,,,,2,"Appartement",49,3,,,
"63,45",,,,,2,"Appartement",51,3,,,
"26,32",,,,,1,"Appartement",28,2,,,
"41,89",,,,,2,"Appartement",41,3,,,
"14,06",,,,,1,"Appartement",13,1,,,
"75,86",,,,,2,"Appartement",76,3,,,
"11,83",,,,,1,"Appartement",14,1,,,
"36,02",,,,,2,"Appartement",36,2,,,
"74,04",,,,,2,"Appartement",70,4,,,
"74,1",,,,,1,"Appartement",75,3,,,
"33,26",,,,,1,"Appartement",33,2,,,
"40,35",,,,,2,"Appartement",41,2,,,
"83,13",,,,,1,"Appartement",90,4,,,
"29,89",,,,,4,"Appartement",29,2,,,
"50,82",,,,,1,"Appartement",60,1,,,
"51,51",,,,,2,"Appartement",45,3,,,
"24,01",,,,,1,"Appartement",22,1,,,
"14,93",,,,,1,"Appartement",20,1,,,
"28,16",,,,,1,"Appartement",38,2,,,
"43,51",,,,,1,"Appartement",46,2,,,
"47,57",,,,,3,"Appartement",46,3,,,
"94,63",,,,,1,"Appartement",95,4,,,
"73,77",,,,,1,"Appartement",13,1,,,
"49,43",,,,,1,"Appartement",52,2,,,
"139,29",,,,,1,"Appartement",139,4,,,
"11,52",,,,,1,"Appartement",12,1,,,
"13,99",,,,,1,"Appartement",12,1,,,
"30,77",,,,,2,"Appartement",36,2,,,
"166,19",,,,,1,"Appartement",166,6,,,
"64,26",,,,,2,"Appartement",65,3,,,
"34,2",,,,,1,"Appartement",40,2,,,
"101,6",,,,,9,"Appartement",130,4,,,
"46,77",,,,,2,"Appartement",46,3,,,
"51,08",,,,,1,"Appartement",50,2,,,
"57,91",,,,,1,"Appartement",63,3,,,
"27,14",,,,,2,"Appartement",24,1,,,
"36,57",,,,,1,"Appartement",38,2,,,
"40,54",,,,,3,"Appartement",39,3,,,
"64,01",,,,,1,"Appartement",59,2,,,
"26,46",,,,,2,"Appartement",26,1,,,
"45,22",,,,,2,"Appartement",47,2,,,
"49,01",,,,,1,"Appartement",47,3,,,
"32,05",,,,,2,"Appartement",31,2,,,
"18,5",,,,,1,"Appartement",20,1,,,
"27,32",,,,,1,"Appartement",38,1,,,
"87,02",,,,,1,"Appartement",86,5,,,
"21,11",,,,,1,"Appartement",20,1,,,
30,,,,,2,"Appartement",40,3,,,
"43,6",,,,,4,"Appartement",39,1,,,
"77,01",,,,,2,"Appartement",77,4,,,
"12,56",,,,,1,"Appartement",15,1,,,
"40,11",,,,,2,"Appartement",41,2,,,
"20,91",,,,,1,"Appartement",20,1,,,
"38,22",,,,,2,"Appartement",42,2,,,
"86,73",,,,,1,"Appartement",90,4,,,
"45,1",,,,,2,"Appartement",48,2,,,
"52,38",,,,,2,"Appartement",50,3,,,
"139,83",,,,,2,"Appartement",141,6,,,
"102,16",,,,,1,"Appartement",102,4,,,
"57,91",,,,,1,"Appartement",65,3,,,
"26,48",,,,,2,"Appartement",21,1,,,
"40,9",,,,,2,"Appartement",41,3,,,
"42,38",,,,,2,"Appartement",44,3,,,
"106,59",,,,,1,"Appartement",111,4,,,
"21,42",,,,,2,"Appartement",28,2,,,
"59,47",,,,,1,"Appartement",56,3,,,
"64,84",,,,,1,"Appartement",67,3,,,
"68,41",,,,,3,"Appartement",71,3,,,
163,,,,,1,"Appartement",163,5,,,
"31,07",,,,,2,"Appartement",33,2,,,
"9,73",,,,,1,"Appartement",10,1,,,
"28,07",,,,,2,"Appartement",28,2,,,
"18,08",,,,,2,"Appartement",25,1,,,
"33,1",,,,,1,"Appartement",32,1,,,
"68,23",,,,,1,"Appartement",69,4,,,
"32,19",,,,,1,"Appartement",29,2,,,
"62,01",,,,,3,"Appartement",61,3,,,
"35,74",,,,,2,"Appartement",39,2,,,
"111,05",,,,,2,"Appartement",116,4,,,
"28,52",,,,,2,"Appartement",28,1,,,
"24,12",,,,,1,"Appartement",24,2,,,
"17,14",,,,,1,"Appartement",19,1,,,
"36,52",,,,,1,"Appartement",20,2,,,
"67,65",,,,,2,"Appartement",65,4,,,
"33,56",,,,,2,"Appartement",43,3,,,
"87,3",,,,,2,"Appartement",85,1,,,
"124,95",,,,,1,"Appartement",131,5,,,
"46,4",,,,,1,"Appartement",146,6,,,
"50,1",,,,,2,"Appartement",50,2,,,
"70,69",,,,,1,"Appartement",79,3,,,
"76,01",,,,,2,"Appartement",60,3,,,
"48,29",,,,,2,"Appartement",51,2,,,
"179,02",,,,,1,"Appartement",69,3,,,
"120,78",,,,,3,"Appartement",110,5,,,
"10,55",,,,,1,"Appartement",16,1,,,
"158,95",,,,,2,"Appartement",154,5,,,
"59,23",,,,,1,"Appartement",58,3,,,
"35,61",,,,,1,"Appartement",34,2,,,
"30,41",,,,,2,"Appartement",30,1,,,
"116,64",,,,,1,"Appartement",110,5,,,
"4,7",,,,,1,"Appartement",8,1,,,
"170,66",,,,,1,"Appartement",119,3,,,
"17,13",,,,,1,"Appartement",15,1,,,
"27,78",,,,,1,"Appartement",28,1,,,
"122,48",,,,,2,"Appartement",120,3,,,
"43,22",,,,,1,"Appartement",38,2,,,
"72,4",,,,,1,"Appartement",69,2,,,
"45,13",,,,,2,"Appartement",48,2,,,
"47,31",,,,,1,"Appartement",52,3,,,
"29,4",,,,,1,"Appartement",25,1,,,
"35,51",,,,,1,"Appartement",36,2,,,
"41,2",,,,,2,"Appartement",20,1,,,
"52,13",,,,,1,"Appartement",50,3,,,
"57,7",,,,,1,"Appartement",55,3,,,
"69,61",,,,,2,"Appartement",70,4,,,
"119,53",,,,,1,"Appartement",119,4,,,
"44,63",,,,,2,"Appartement",22,1,,,
"45,7",,,,,2,"Appartement",44,3,,,
"56,1",,,,,2,"Appartement",57,3,,,
"16,36",,,,,1,"Appartement",25,2,,,
"38,23",,,,,1,"Appartement",41,2,,,
"82,56",,,,,2,"Appartement",75,4,,,
"129,62",,,,,2,"Appartement",121,5,,,
"5,86",,,,,1,"Appartement",7,1,,,
"64,55",,,,,2,"Appartement",60,3,,,
"30,04",,,,,3,"Appartement",28,1,,,
"41,76",,,,,2,"Appartement",47,2,,,
41,,,,,1,"Appartement",42,2,,,
"75,11",,,,,1,"Appartement",67,4,,,
"46,31",,,,,2,"Appartement",42,2,,,
"37,3",,,,,1,"Appartement",28,1,,,
"48,64",,,,,1,"Appartement",55,5,,,
"38,25",,,,,2,"Appartement",48,2,,,
"43,96",,,,,2,"Appartement",45,2,,,
"70,9",,,,,1,"Appartement",31,2,,,
"38,2",,,,,2,"Appartement",39,3,,,
"34,78",,,,,2,"Appartement",34,2,,,
"19,14",,,,,2,"Appartement",24,1,,,
"4,55",,,,,1,"Appartement",90,4,,,
"22,03",,,,,3,"Appartement",19,2,,,
"34,66",,,,,2,"Appartement",32,2,,,
"34,34",,,,,1,"Appartement",32,2,,,
"21,3",,,,,1,"Appartement",22,2,,,
"29,13",,,,,1,"Appartement",30,2,,,
"113,44",,,,,2,"Appartement",110,4,,,
"13,77",,,,,1,"Appartement",16,0,,,
"23,73",,,,,2,"Appartement",23,2,,,
"32,4",,,,,2,"Appartement",31,2,,,
"18,01",,,,,2,"Appartement",10,1,,,
"11,84",,,,,1,"Appartement",15,1,,,
"71,91",,,,,3,"Appartement",72,4,,,
"26,69",,,,,1,"Appartement",29,1,,,
"26,35",,,,,1,"Appartement",21,1,,,
"15,01",,,,,1,"Appartement",19,1,,,
"16,81",,,,,1,"Appartement",16,1,,,
"84,07",,,,,2,"Appartement",100,5,,,
"38,4",,,,,2,"Appartement",48,3,,,
"13,94",,,,,1,"Appartement",16,1,,,
"29,02",,,,,2,"Appartement",31,2,,,
"165,5",,,,,2,"Appartement",167,5,,,
"60,07",,,,,1,"Appartement",65,3,,,
"100,94",,,,,2,"Appartement",110,3,,,
"21,39",,,,,3,"Appartement",17,1,,,
"56,5",,,,,3,"Appartement",56,2,,,
"84,02",,,,,1,"Appartement",85,3,,,
"107,45",,,,,1,"Appartement",107,4,,,
"16,85",,,,,2,"Appartement",17,1,,,
"36,04",,,,,1,"Appartement",40,2,,,
"49,42",,,,,3,"Appartement",48,3,,,
"60,6",,,,,2,"Appartement",60,3,,,
"59,5",,,,,2,"Appartement",60,4,,,
"33,8",,,,,3,"Appartement",34,1,,,
"16,37",,,,,3,"Appartement",18,2,,,
"32,76",,,,,1,"Appartement",32,3,,,
"54,8",,,,,2,"Appartement",56,3,,,
"22,02",,,,,2,"Appartement",22,1,,,
"44,2",,,,,2,"Appartement",42,3,,,
