"Numvoie","B_T_Q","TypeDeVoie","Voie","CodePostal","Commune"
,,"RES","LA ROCHAILLE",4400,"UVERNET-FOURS"
28,,,"LE PONT",4800,"SAINT-MARTIN-DE-BROMES"
8,,"CRS","DU TRIBUNAL",4000,"DIGNE-LES-BAINS"
103,,"BD","GASSENDI",4000,"DIGNE-LES-BAINS"
53,,"BD","ELEMIR BOURGES",4100,"MANOSQUE"
7073,,,"PONT DE LABRAU",4260,"ALLOS"
3,,"CHE","DE VILLEVIEILLE",4400,"BARCELONNETTE"
7052,,,"LES AUCHES",4260,"ALLOS"
6103,,,"LES CHABRANDS",4210,"VALENSOLE"
7245,,,"LE CLOS DE L EDEN",4800,"GREOUX-LES-BAINS"
5028,,"CHE","DE STE ANNETTE",4800,"GREOUX-LES-BAINS"
22,,"CHE","DU GALOUBET",4700,"ORAISON"
7149,,"RUE","DES EAUX CHAUDES",4800,"GREOUX-LES-BAINS"
7321,,,"LE SEIGNUS BAS",4260,"ALLOS"
9005,,"AV","DES SAVELS",4100,"MANOSQUE"
5525,,"RUE","GRANDE",4140,"SEYNE"
13,,"MTE","SAINT CHARLES",4000,"DIGNE-LES-BAINS"
44,,,"LE PONT",4800,"SAINT-MARTIN-DE-BROMES"
36,,"RUE","DE L HUBAC",4000,"DIGNE-LES-BAINS"
16,,"LOT","LES LOUVES",4180,"VILLENEUVE"
5041,"B",,"LES PLAINES",4800,"GREOUX-LES-BAINS"
,,"RES","LE MONOIKOS",4400,"UVERNET-FOURS"
4,,"LOT","LES BALCONS DU SOLEIL",4100,"MANOSQUE"
,,"RES","LE MONOIKOS",4400,"UVERNET-FOURS"
5029,,"RUE","DE LA GRANDE FONTAINE",4160,"L ESCALE"
9018,,"AV","JEAN JAURES",4200,"SISTERON"
6374,,,"RAVEL",5300,"LARAGNE-MONTEGLIN"
5403,,,"PEYRE CHOUSSOUS",5260,"SAINT-MICHEL-DE-CHAILLOL"
5141,,,"BARBA",5230,"MONTGARDIN"
5360,,"ESP","DESPIERRE",5560,"VARS"
2,,"PROM","DE L ARCHEVECHE",5200,"EMBRUN"
5132,,,"PIED DE CHANCHORE",5200,"SAINT-SAUVEUR"
5258,,"ALL","MARTIAL LUCIEN",5560,"VARS"
9218,,,"SERRE PAIX",5100,"BRIANCON"
5318,,,"MERLETTE",5170,"ORCIERES"
5246,,"ALL","AICARDI HUBERT",5560,"VARS"
5498,,"IMP","TETE D'AMONT",5340,"VALLOUISE-PELVOUX"
5721,,"AV","CHARLES DE GAULLE",5120,"L'ARGENTIERE-LA-BESSEE"
6374,,,"RAVEL",5300,"LARAGNE-MONTEGLIN"
38,,"RUE","FRANCOIS CHABAS",5100,"BRIANCON"
9,,"AV","MAURICE PETSCHE",5100,"BRIANCON"
25,,"RUE","PASTEUR",5100,"BRIANCON"
6,,"RUE","DES REMPARTS",5000,"GAP"
5255,,,"LA JOUE DU LOUP",5250,"LE DEVOLUY"
5001,"A",,"LA CHAPELLE",5800,"LA CHAPELLE-EN-VALGAUDEMAR"
11,"B","RUE","PASTEUR",5100,"BRIANCON"
5183,,,"L ADROIT D'ABRIES",5460,"ABRIES-RISTOLAS"
36,,"AV","CDT DUMONT",5000,"GAP"
5449,,"RES","LES AGNEAUX",5240,"LA SALLE"
6,,"AV","DES MARTYRS",5400,"VEYNES"
21,,"GR","GRANDE RUE",5100,"BRIANCON"
9000,,"RUE","COTE GELEE",5260,"ANCELLE"
7,,"AV","ADRIEN DAURELLE",5100,"BRIANCON"
5359,,,"MERLETTE",5170,"ORCIERES"
5243,,,"LE LACAS",5200,"LES ORRES"
9,,"RUE","VARANFRAIN",5700,"SERRES"
5287,,,"LES CHALPS",5600,"RISOUL"
8,,"AV","GEN DE GAULLE",5100,"BRIANCON"
6459,,,"LES BERNARDS",5230,"CHORGES"
5290,,,"CLOT DES LEOTHAUDS",5290,"PUY SAINT VINCENT"
4,,"CRS","VICTOR HUGO",5000,"GAP"
17,,"RUE","ST JULIEN",5500,"SAINT-BONNET-EN-CHAMPSAUR"
16,,"PL","BARTHELON",5200,"EMBRUN"
2,,"RUE","JEAN EYMAR",5000,"GAP"
5316,,,"ENTRE LA VIA",5100,"NEVACHE"
5732,,,"LES ILES",5240,"LA SALLE"
5162,,"RES","LES ISSARTS",5250,"LE DEVOLUY"
2,,"RUE","PASTEUR",5100,"BRIANCON"
44,,"RTE","DE GRAFFINEL",5000,"GAP"
5359,,,"MERLETTE",5170,"ORCIERES"
5381,,,"MERLETTE",5170,"ORCIERES"
5809,,,"LE ROCHAS",5220,"LE MONETIER-LES-BAINS"
5141,,,"LE BOIS D AUROUZE",5250,"LE DEVOLUY"
44,,"RUE","DE LA TOUR",5230,"LA BATIE NEUVE"
5398,,,"SUPER DEVOLUY",5250,"LE DEVOLUY"
5316,,,"MERLETTE",5170,"ORCIERES"
30,"B","RUE","DE VALSERRES",5000,"GAP"
5095,,,"LA GRANDE SAGNE",5250,"LE DEVOLUY"
33,,"RUE","JEAN JAURES",5400,"VEYNES"
5216,,,"FONTAINEBLEAU",5700,"SERRES"
5398,,,"SUPER DEVOLUY",5250,"LE DEVOLUY"
5041,,"PL","GEN ALBERT",5600,"GUILLESTRE"
5336,,,"MERLETTE",5170,"ORCIERES"
5293,,,"LA TARTARASSE",5290,"PUY SAINT VINCENT"
5830,,,"BOIS DE LA BLACHE",5230,"CHORGES"
5000,,,"LA JOUE DU LOUP",5250,"LE DEVOLUY"
5277,,,"PRE LALLEGRE",5200,"LES ORRES"
5141,,,"LE BOIS D AUROUZE",5250,"LE DEVOLUY"
9001,"B","RUE","DES MARRONNIERS",5000,"GAP"
9007,,"RUE","DES EYGUIERES",5230,"CHORGES"
9006,,"IMP","PRE LAGRANGE",5500,"SAINT-BONNET-EN-CHAMPSAUR"
5496,,,"LES EYSSARDS DE PELVOUX",5340,"VALLOUISE-PELVOUX"
5212,,,"SAINT FERREOL",5160,"SAVINES-LE-LAC"
5100,"A",,"LE CHEF LIEU",5100,"MONTGENEVRE"
51,,"LOT","LES JARDINS DU MORGON",5160,"SAVINES-LE-LAC"
5141,,,"LE BOIS D AUROUZE",5250,"LE DEVOLUY"
5220,,,"LA JOUE DU LOUP",5250,"LE DEVOLUY"
5324,,,"LES ESCOUNDUS",5560,"VARS"
5139,,,"CANARD",5500,"LAYE"
5141,,,"LE BOIS D AUROUZE",5250,"LE DEVOLUY"
9190,3,"ALL","ALBERT BOURGES",5100,"BRIANCON"
5076,"A",,"LES UBACS",5290,"PUY SAINT VINCENT"
5271,"A",,"CLOT PEOUILLOUX",5290,"PUY SAINT VINCENT"
5162,"G",,"LE CHATEAU",5200,"PUY-SANIERES"
5979,"F","RUE","DE LA LIBERTE",5200,"EMBRUN"
5170,,,"PRE LONGIS",5200,"LES ORRES"
5165,,,"PRE DES LAGIERS",5200,"LES ORRES"
25,,"RUE","PASTEUR",5100,"BRIANCON"
5240,,,"LES CHALPS",5600,"RISOUL"
5644,,,"PELINCHE",5600,"RISOUL"
6051,,,"SERRE SERRET",5250,"LE DEVOLUY"
1,,"CRS","EMILE ZOLA",5000,"GAP"
5338,,"COR","DU CLOT CHENU",5260,"SAINT-MICHEL-DE-CHAILLOL"
5337,,,"LES QUEYRETS ET PEYRON",5330,"SAINT-CHAFFREY"
63,,"RUE","DE LA GUISANE",5240,"LA SALLE"
5244,,,"PRE LONGIS",5200,"LES ORRES"
5725,,,"LES ILES",5240,"LA SALLE"
8,,"RUE","ROSSINI",6000,"NICE"
27,,"RUE","LAMARTINE",6000,"NICE"
20,"B","RUE","MARCEAU",6000,"NICE"
98,,"BD","PAPE JEAN 23",6300,"NICE"
,,"RUE","LAMARTINE",6000,"NICE"
31,,"RUE","HEROLD",6000,"NICE"
34,,"RUE","DE LA BUFFA",6000,"NICE"
17,,"RUE","GOUNOD",6000,"NICE"
10,,"AV","CYRILLE BESSET",6100,"NICE"
23,,"RUE","ASSALIT",6000,"NICE"
43,"B","BD","STALINGRAD",6300,"NICE"
29,,"AV","VILLERMONT",6000,"NICE"
140,,"QUAI","DE LA BANQUIERE",6730,"SAINT-ANDRE DE LA ROCHE"
52,,"RUE","MAL VAUBAN",6300,"NICE"
4,,"AV","VALROSE",6100,"NICE"
54,,"AV","DE LA REPUBLIQUE",6300,"NICE"
34,,"BD","STALINGRAD",6300,"NICE"
18,,"RUE","FONCET",6000,"NICE"
65,,"AV","GEORGE  5",6000,"NICE"
2,"T","RUE","SPITALIERI",6000,"NICE"
9,,"RUE","DU MARECHAL JOFFRE",6000,"NICE"
4,,"RUE","MARALDI",6300,"NICE"
4,,"BD","CIMIEZ",6000,"NICE"
9013,,,"COL DE VILLEFRANCHE",6300,"NICE"
5,,"RUE","CHANOINE ALBIN",6300,"NICE"
57,,"BD","DU MONT BORON",6300,"NICE"
84,,"RUE","DU MARECHAL JOFFRE",6000,"NICE"
40,,"BD","STALINGRAD",6300,"NICE"
26,,"BD","AUGUSTE RAYNAUD",6100,"NICE"
4,,"RUE","BARLA",6300,"NICE"
3,,"MTE","DESAMBROIS",6000,"NICE"
12,,"RUE","CASSINI",6300,"NICE"
25,,"RUE","BENOIT BUNICO",6300,"NICE"
3,,"RUE","DE L OPERA",6300,"NICE"
6,,"RUE","BENOIT BUNICO",6300,"NICE"
33,,"RUE","ARSON",6300,"NICE"
9,,"RUE","VERDI",6000,"NICE"
20,,"RUE","CRONSTADT",6000,"NICE"
152,,"BD","DE CESSOLE",6100,"NICE"
3,,"RUE","MASCOINAT",6300,"NICE"
8,,"AV","LEON DELOYE",6340,"LA TRINITE"
21,,"RUE","VERNIER",6000,"NICE"
1,,"RUE","JOSEPH GAZAN",6000,"NICE"
31,,"RUE","GIOFFREDO",6000,"NICE"
46,,"RUE","AUGUSTE GAL",6300,"NICE"
29,,"AV","PAULIANI",6000,"NICE"
5,,"BD","GENERAL LOUIS DELFINO",6300,"NICE"
12,,"MTE","CLAIRE VIRENQUE",6100,"NICE"
14,,"RUE","MASSINGY",6000,"NICE"
12,,"RUE","EMMANUEL PHILIBERT",6300,"NICE"
10,,"RUE","VERDI",6000,"NICE"
9,,"RUE","GUBERNATIS",6000,"NICE"
10,,"CHE","DE L ARBRE",6340,"LA TRINITE"
48,,"COR","FRERE MARC",6000,"NICE"
35,,"BD","JOSEPH GARNIER",6000,"NICE"
40,,"BD","VICTOR HUGO",6000,"NICE"
31,,"RUE","DE LEPANTE",6000,"NICE"
21,,"RUE","DABRAY",6000,"NICE"
16,,"AV","DU CHATEAU",6340,"LA TRINITE"
7,,"RUE","ANTOINE SCOFFIER",6340,"LA TRINITE"
99,,"AV","HESPERIDES",6300,"NICE"
1,,"RLE","DES MOULINS",6300,"NICE"
3,,"RUE","BARBERIS",6300,"NICE"
20,,"RUE","ALBERT VOISIN",6300,"NICE"
14,,"RUE","TRACHEL",6000,"NICE"
39,,"RUE","GIOFFREDO",6000,"NICE"
12,,"RUE","MIRON",6000,"NICE"
12,,"RUE","ABBAYE",6300,"NICE"
39,,"BD","JOSEPH GARNIER",6000,"NICE"
6,,"RUE","SAINTE REPARATE",6300,"NICE"
45,,"RUE","SMOLETT",6300,"NICE"
1,,"BD","DE RIQUIER",6300,"NICE"
98,,"AV","VALROSE",6100,"NICE"
20,,"AV","VILLEBOIS MAREUIL",6000,"NICE"
45,,"RUE","ROSSINI",6000,"NICE"
19,"B","BD","FRANCK PILATTE",6300,"NICE"
116,,"BD","DE CESSOLE",6100,"NICE"
14,,"RUE","CASSINI",6300,"NICE"
23,,"CHE","FUON DAOU MAGISTRE",6340,"LA TRINITE"
16,,"AV","RAYMOND COMBOUL",6000,"NICE"
7,,"RUE","SAINT VINCENT",6300,"NICE"
24,,"AV","AUGUSTE BERCY",6100,"NICE"
14,"T","AV","BORRIGLIONE",6100,"NICE"
5,,"RUE","GUSTAVE DELOYE",6000,"NICE"
11,"B","BD","FRANCK PILATTE",6300,"NICE"
39,,"RUE","BONAPARTE",6300,"NICE"
53,,"BD","DU 8 MAI 1945",6730,"SAINT-ANDRE DE LA ROCHE"
24,,"RUE","DELILLE",6000,"NICE"
27,,"RUE","LAMARTINE",6000,"NICE"
7,,"BD","DU ROSTIT",6340,"LA TRINITE"
29,,"BD","FRANCOIS SUAREZ",6340,"LA TRINITE"
18,,"BD","DE RIQUIER",6300,"NICE"
43,,"AV","JEAN MEDECIN",6000,"NICE"
44,,"BD","GAMBETTA",6000,"NICE"
32,,"RUE","VERDI",6000,"NICE"
7,,"RUE","DU SOLEIL",6100,"NICE"
19,,"AV","D ANVERS",6000,"NICE"
33,,"AV","STEPHEN LIEGEARD",6100,"NICE"
25,,"AV","DESAMBROIS",6000,"NICE"
8,,"CHE","DES CRETES",6300,"NICE"
10,,"BD","DUBOUCHAGE",6000,"NICE"
17,,"RUE","PENCHIENATTI",6000,"NICE"
5,,"RUE","DES BOERS",6100,"NICE"
132,,"AV","DE BRANCOLAR",6100,"NICE"
37,,"AV","G CLEMENCEAU",6000,"NICE"
190,,"RTE","DE TURIN",6300,"NICE"
14,,"RUE","DES PONCHETTES",6300,"NICE"
23,,"AV","GIACOBI",6300,"NICE"
2,,"RUE","PARMENTIER",6100,"NICE"
63,,"RUE","ROSSINI",6000,"NICE"
16,,"PL","GARIBALDI",6300,"NICE"
8,,"AV","SAINT JEAN BAPTISTE",6000,"NICE"
10,,"RUE","LAURENT GIAUME",6300,"NICE"
32,,"RUE","L HOTEL POSTES",6000,"NICE"
39,,"RUE","DU MARECHAL JOFFRE",6000,"NICE"
15,,"RUE","ASSALIT",6000,"NICE"
8,,"RUE","SORGENTINO",6300,"NICE"
11,,"PL","PASTEUR",6340,"LA TRINITE"
15,,"RUE","DE LA PREFECTURE",6300,"NICE"
15,,"RUE","DE LA PREFECTURE",6300,"NICE"
3,,"RUE","DU CONGRES",6000,"NICE"
41,,"RUE","CLEMENT ROASSAL",6000,"NICE"
2,,"RUE","DE LA POISSONNERIE",6300,"NICE"
5,"T","AV","MIRABEAU",6000,"NICE"
22,,"BD","DUBOUCHAGE",6000,"NICE"
2,,"RUE","EMMA ET PHILIPPE TIRANTY",6000,"NICE"
50,,"RUE","ARSON",6300,"NICE"
13,,"RUE","MARALDI",6300,"NICE"
240,,"CHE","DU FALICONET",6950,"FALICON"
15,,"RUE","RIBOTTI",6300,"NICE"
17,,"RUE","DE RUSSIE",6000,"NICE"
20,,"RUE","ALBERT VOISIN",6300,"NICE"
20,,"BD","ARMEE DES ALPES",6300,"NICE"
45,,"BD","STALINGRAD",6300,"NICE"
25,,"RUE","DE ROQUEBILLIERE",6300,"NICE"
38,,"RUE","VERDI",6000,"NICE"
6,,"AV","RENE BOYLESVE",6100,"NICE"
9,"B","RUE","EMMANUEL PHILIBERT",6300,"NICE"
42,,"RUE","BONAPARTE",6300,"NICE"
9,,"AV","MARECHAL LYAUTEY",6000,"NICE"
25,,"RUE","TRACHEL",6000,"NICE"
3,,"AV","URBAIN BOSIO",6300,"NICE"
1,,"RUE","DE ORESTIS",6300,"NICE"
54,,"RUE","AUGUSTE GAL PROLONGEE",6300,"NICE"
30,,"BD","GORBELLA",6100,"NICE"
1,,"RUE","MACCARANI",6000,"NICE"
19,,"BD","FRANCOIS SUAREZ",6340,"LA TRINITE"
49,,"BD","GENERAL LOUIS DELFINO",6300,"NICE"
8,,"RUE","GUIGLIA",6000,"NICE"
2,,"RUE","FONTAINE DE LA VILLE",6300,"NICE"
15,,"RUE","DE BELGIQUE",6000,"NICE"
30,,"BD","GENERAL LOUIS DELFINO",6300,"NICE"
18,,"RUE","BERLIOZ",6000,"NICE"
28,,"RUE","GEORGES VILLE",6300,"NICE"
22,"T","BD","DUBOUCHAGE",6000,"NICE"
167,,"AV","MARECHAL LYAUTEY",6000,"NICE"
1,,"RUE","VICTOR JUGE",6000,"NICE"
10,,"RUE","BERLIOZ",6000,"NICE"
109,,"QUAI","DE LA BANQUIERE",6730,"SAINT-ANDRE DE LA ROCHE"
36,,"RTE","DE TURIN",6300,"NICE"
29,,"BD","FRANCOIS SUAREZ",6340,"LA TRINITE"
18,,"AV","GRAVIER",6100,"NICE"
30,,"RUE","GUIGLIA",6000,"NICE"
12,,"PL","GUYNEMER",6300,"NICE"
6,,"RUE","LAMARTINE",6000,"NICE"
13,,"AV","CARAVADOSSI",6000,"NICE"
4,,"RUE","RUSCA",6300,"NICE"
1,,"PARC","LISERB",6000,"NICE"
8,,"BD","DE RIQUIER",6300,"NICE"
14,,"RUE","MARCEAU",6000,"NICE"
3,,"RUE","FODERE",6300,"NICE"
9002,,"ILOT","GUIGONIS ST FRANCOIS",6300,"NICE"
11,,"RUE","TRACHEL",6000,"NICE"
9,,"RUE","DIDEROT",6000,"NICE"
3,,"RUE","FODERE",6300,"NICE"
71,,"BD","CIMIEZ",6000,"NICE"
7,,"CHE","DES CRETES",6300,"NICE"
21,,"BD","FRANCK PILATTE",6300,"NICE"
19,,"BD","RAIMBALDI",6000,"NICE"
54,,"BD","GENERAL LOUIS DELFINO",6300,"NICE"
3,,"RUE","JULES GILLY",6300,"NICE"
5221,,,"IBAC SUPERIEUR",6950,"FALICON"
22,,"RUE","L HOTEL POSTES",6000,"NICE"
7,,"RUE","VILLENEUVE",6000,"NICE"
2,,"RUE","BARRALIS",6000,"NICE"
11,,"HLM","RUE CH BAUDELAIRE",6100,"NICE"
10,,"AV","MARECHAL FOCH",6000,"NICE"
1,,"RUE","GASTON ARNULF",6340,"LA TRINITE"
21,,"RUE","EMMANUEL PHILIBERT",6300,"NICE"
21,,"AV","DE LA REPUBLIQUE",6300,"NICE"
6,,"RUE","FRANCOIS CARLO",6000,"NICE"
54,,"RUE","DE FRANCE",6000,"NICE"
78,,"BD","GENERAL LOUIS DELFINO",6300,"NICE"
10,,"AV","DURANTE",6000,"NICE"
1,,"AV","CHATEAUBRIAND",6100,"NICE"
6,,"RUE","ABBE SALVETTI",6300,"NICE"
39,,"RUE","GIOFFREDO",6000,"NICE"
15,,"BD","STALINGRAD",6340,"LA TRINITE"
3,,"RUE","COLONNA D ISTRIA",6300,"NICE"
136,,"BD","GAMBETTA",6000,"NICE"
7,,"RUE","BERLIOZ",6000,"NICE"
7,,"AV","ANTONIA AUGUSTA",6000,"NICE"
3,,"RUE","MARTIN SEYTOUR",6300,"NICE"
99,,"AV","HESPERIDES",6300,"NICE"
16,,"AV","NOTRE DAME",6000,"NICE"
4,,"QUAI","PAPACINO",6300,"NICE"
37,,"RUE","PASTORELLI",6000,"NICE"
99,,"AV","HESPERIDES",6300,"NICE"
32,,"BD","DUBOUCHAGE",6000,"NICE"
93,,"AV","DE RIMIEZ",6100,"NICE"
9,,"VOIE","ROMAINE",6000,"NICE"
22,,"BD","DUBOUCHAGE",6000,"NICE"
10,,"AV","CAGNOLI",6100,"NICE"
4,,"AV","MARECHAL FOCH",6000,"NICE"
10,,"RUE","DU CONGRES",6000,"NICE"
24,,"IMP","LAURENTI",6100,"NICE"
21,,"AV","RENE BOYLESVE",6100,"NICE"
1,,"AV","SAINTE CLAIRE",6100,"NICE"
74,,"AV","DE BRANCOLAR",6100,"NICE"
5,,"CHE","DE L ARBRE",6340,"LA TRINITE"
39,,"PROM","DES ANGLAIS",6000,"NICE"
55,,"RUE","DE LA BUFFA",6000,"NICE"
46,,"RUE","GIOFFREDO",6000,"NICE"
19,,"RUE","CHABRIER",6300,"NICE"
2,,"RUE","DES BARBETS",6300,"NICE"
6,,"IMP","FERNAND LEGER",6340,"LA TRINITE"
3,,"AV","GALLIN",6100,"NICE"
65,,"BD","DE LA MADELEINE",6000,"NICE"
127,,"PROM","DES ANGLAIS",6200,"NICE"
4,,"AV","CYRNOS",6100,"NICE"
179,,"AV","CORNICHE FLEURIE",6200,"NICE"
27,,"RUE","CROS DE CAPEU",6100,"NICE"
8,,"AV","GLORIA",6200,"NICE"
116,,"AV","CYRILLE BESSET",6100,"NICE"
266,"B","AV","SAINTE MARGUERITE",6200,"NICE"
29,,"AV","DES BAUMETTES",6000,"NICE"
12,,"RUE","LOUIS BLERIOT",6200,"NICE"
30,,"RUE","CHATEAUNEUF",6000,"NICE"
5,,"RUE","CAFFARELLI",6000,"NICE"
77,,"AV","SAINT AUGUSTIN",6200,"NICE"
137,,"AV","DE LA LANTERNE",6200,"NICE"
65,,"BD","GAMBETTA",6000,"NICE"
222,,"AV","DE PESSICART",6100,"NICE"
175,,"BD","DE LA MADELEINE",6000,"NICE"
39,,"AV","DE LA CALIFORNIE",6200,"NICE"
60,,"VALL","BARLA",6200,"NICE"
3,,"BD","DE LA MADELEINE",6000,"NICE"
211,"B","PROM","DES ANGLAIS",6200,"NICE"
109,,"BD","DE CESSOLE",6100,"NICE"
20,"B","AV","MONT RABEAU",6200,"NICE"
352,,"AV","DE FABRON",6200,"NICE"
31,,"RUE","BOTTERO",6000,"NICE"
35,,"BD","CARLONE",6200,"NICE"
25,,"AV","FREMONT",6200,"NICE"
28,,"RUE","BOTTERO",6000,"NICE"
22,,"BD","MANTEGA RIGHI",6100,"NICE"
67,,"AV","SIMONE VEIL",6200,"NICE"
17,,"AV","FLEURS",6000,"NICE"
40,,"CHE","DES SABLIERES",6100,"NICE"
85,,"BD","DE LA MADELEINE",6000,"NICE"
23,,"RUE","CAFFARELLI",6000,"NICE"
13,,"AV","CORNICHE FLEURIE",6200,"NICE"
4,,"RUE","JOSEPH FRICERO",6000,"NICE"
149,,"BD","GAMBETTA",6000,"NICE"
104,,"BD","EDOUARD HERRIOT",6200,"NICE"
70,,"AV","DE LA BORNALA",6200,"NICE"
230,"B","AV","DE FABRON",6200,"NICE"
341,,"CHE","DE LA GINESTIERE",6200,"NICE"
3,,"RUE","LOUIS BLERIOT",6200,"NICE"
81,"B","BD","GAMBETTA",6000,"NICE"
18,,"AV","GAY",6000,"NICE"
15,"B","RUE","CHATEAUNEUF",6000,"NICE"
24,,"RUE","DES POTIERS",6000,"NICE"
79,,"BD","MANTEGA RIGHI",6100,"NICE"
5,,"RUE","CROS DE CAPEU",6100,"NICE"
54,,"AV","DE LA BORNALA",6200,"NICE"
96,,"AV","CORNICHE FLEURIE",6200,"NICE"
59,,"RTE","DE BELLET",6200,"NICE"
164,,"BD","DE LA MADELEINE",6000,"NICE"
107,,"BD","FRANCOIS GROSSO",6000,"NICE"
384,,"AV","DE FABRON",6200,"NICE"
22,"T","BD","DU TZAREWITCH",6000,"NICE"
4,,"RUE","SAINT PHILIPPE",6000,"NICE"
128,,"BD","DE LA MADELEINE",6000,"NICE"
93,,"PROM","DES ANGLAIS",6000,"NICE"
128,,"AV","DE LA LANTERNE",6200,"NICE"
48,"A","RTE","DE GRENOBLE",6200,"NICE"
12,,"AV","GAY",6000,"NICE"
96,,"AV","CORNICHE FLEURIE",6200,"NICE"
93,,"PROM","DES ANGLAIS",6000,"NICE"
21,,"RUE","MARIE BASHKIRTSEFF",6200,"NICE"
245,,"RTE","DE BELLET",6200,"NICE"
21,,"AV","DE FABRON",6200,"NICE"
61,,"AV","SAINTE MARGUERITE",6200,"NICE"
20,,"AV","CHATEAU DE LA TOUR",6000,"NICE"
73,,"CHE","DE TERRON",6200,"NICE"
259,,"AV","DE PESSICART",6100,"NICE"
121,"B","BD","NAPOLEON III",6200,"NICE"
13,,"RUE","DU ROCHER",6000,"NICE"
22,,"RUE","BOTTERO",6000,"NICE"
280,"B","AV","DE LA CALIFORNIE",6200,"NICE"
61,,"AV","CORNICHE FLEURIE",6200,"NICE"
146,,"BD","NAPOLEON III",6200,"NICE"
79,,"AV","SAINT AUGUSTIN",6200,"NICE"
210,,"AV","DE FABRON",6200,"NICE"
52,,"AV","DE LA CALIFORNIE",6200,"NICE"
75,,"AV","RAOUL DUFY",6200,"NICE"
12,,"AV","LOUIS COCHOIS",6000,"NICE"
380,,"AV","DE FABRON",6200,"NICE"
4,,"RUE","SAINT PHILIPPE",6000,"NICE"
21,,"RUE","GEORGES DOUBLET",6100,"NICE"
13,,"AV","DU PETIT FABRON",6200,"NICE"
396,,"AV","DE PESSICART",6100,"NICE"
51,,"AV","CORNICHE FLEURIE",6200,"NICE"
156,"A","COR","DES OLIVIERS",6000,"NICE"
186,,"AV","DE FABRON",6200,"NICE"
32,,"CHE","JEAN BAGNIS",6200,"NICE"
25,,"AV","JOSEPH GIORDAN",6200,"NICE"
7,,"RUE","HENRY DE CESSOLE",6100,"NICE"
136,,"AV","CYRILLE BESSET",6100,"NICE"
230,,"AV","DE LA CALIFORNIE",6200,"NICE"
67,,"AV","ESTIENNE D ORVES",6000,"NICE"
27,,"AV","SAINTE MARGUERITE",6200,"NICE"
173,,"RTE","ST PIERRE FERIC",6000,"NICE"
209,,"RTE","DE BELLET",6200,"NICE"
66,,"BD","DE LA MADELEINE",6000,"NICE"
156,,"COR","DES OLIVIERS",6000,"NICE"
300,,"CHE","DE LA GINESTIERE",6200,"NICE"
25,,"AV","ANTOINE MARTIN",6200,"NICE"
81,,"AV","CORNICHE FLEURIE",6200,"NICE"
54,,"BD","HENRI SAPPIA",6100,"NICE"
59,,"RTE","DE BELLET",6200,"NICE"
19,,"RUE","CHATEAUNEUF",6000,"NICE"
30,,"AV","DE FABRON",6200,"NICE"
55,,"AV","HENRI MATISSE",6200,"NICE"
21,,"RUE","GEORGES DOUBLET",6100,"NICE"
54,,"AV","DU RAY",6100,"NICE"
104,,"ACH","ANC CHE DE LA LANTERNE",6200,"NICE"
35,,"AV","RAYMOND FERAUD",6200,"NICE"
83,,"BD","DE LA MADELEINE",6000,"NICE"
234,,"AV","DE LA LANTERNE",6200,"NICE"
85,,"BD","DE LA MADELEINE",6000,"NICE"
308,,"BD","DE LA MADELEINE",6000,"NICE"
26,,"AV","DE LA BORNALA",6200,"NICE"
8,"B","AV","GLORIA",6200,"NICE"
21,,"AV","DE FABRON",6200,"NICE"
23,,"AV","DE GAIRAUT",6100,"NICE"
103,,"BD","DE LA MADELEINE",6000,"NICE"
19,,"AV","SAINT JOSEPH",6000,"NICE"
171,,"RUE","DE FRANCE",6000,"NICE"
54,,"RTE","DE CANTA GALET",6200,"NICE"
13,,"RUE","ALEXIS MOSSA",6000,"NICE"
101,,"AV","DE LA CALIFORNIE",6200,"NICE"
22,,"RUE","BOTTERO",6000,"NICE"
19,,"AV","VAL MARIE",6200,"NICE"
54,,"AV","DU RAY",6100,"NICE"
52,,"AV","DE LA CALIFORNIE",6200,"NICE"
3,,"AV","GLORIA",6200,"NICE"
48,,"AV","DE LA CALIFORNIE",6200,"NICE"
18,,"RUE","DES POTIERS",6000,"NICE"
1,,"AV","EDEN PARK",6000,"NICE"
52,,"AV","HENRI MATISSE",6200,"NICE"
158,,"RUE","DE FRANCE",6000,"NICE"
160,,"RUE","DE FRANCE",6000,"NICE"
52,,"AV","HENRI MATISSE",6200,"NICE"
52,,"BD","CARLONE",6200,"NICE"
285,,"AV","DE FABRON",6200,"NICE"
21,,"RUE","GEORGES DOUBLET",6100,"NICE"
10,,"AV","ANGELIQUE BRAQUET",6200,"NICE"
186,,"AV","DE PESSICART",6100,"NICE"
50,,"CHE","DU CAL DE SPAGNOL",6200,"NICE"
90,,"RUE","AUGUSTE PEGURIER",6200,"NICE"
209,,"AV","DE FABRON",6200,"NICE"
54,,"AV","DU RAY",6100,"NICE"
97,,"BD","JEAN BEHRA",6100,"NICE"
26,,"VALL","BARLA",6200,"NICE"
220,,"BD","DE LA MADELEINE",6000,"NICE"
51,,"BD","DE MONTREAL",6200,"NICE"
20,,"BD","DU TZAREWITCH",6000,"NICE"
117,,"AV","DE LA CALIFORNIE",6200,"NICE"
28,,"RUE","BOTTERO",6000,"NICE"
188,,"AV","DE FABRON",6200,"NICE"
71,,"AV","DE PESSICART",6100,"NICE"
7,,"RUE","JEAN MERMOZ",6200,"NICE"
