"SurfaceCarrezLot1","SurfaceCarrezLot2","SurfaceCarrezLot3","SurfaceCarrezLot4","SurfaceCarrezLot5","NombreDeLot","SurfaceReelleBati","NombrePiecesPrincipale","SurfaceTerrain","TypeDeLocal","NatureCulture","NatureCultureSpeciale"
33.39,,,,,1,33,1,,"Appartement",,
146,,,,,2,97,4,,"Appartement",,
62,,,,,1,70,3,,"Appartement",,
44.76,,,,,2,55,3,,"Appartement",,
62.71,,,,,2,62,3,,"Appartement",,
82.67,,,,,1,75,3,,"Appartement",,
38.2,,,,,1,38,1,,"Appartement",,
133.68,,,,,2,120,4,,"Appartement",,
18.56,,,,,1,35,1,,"Appartement",,
57.46,,,,,1,62,3,,"Appartement",,
52.72,,,,,1,54,3,,"Appartement",,
42.72,,,,,1,40,2,,"Appartement",,
130.51,,,,,2,120,6,,"Appartement",,
92,,,,,1,92,4,,"Appartement",,
26.18,,,,,1,25,1,,"Appartement",,
85.68,,,,,1,81,4,,"Appartement",,
169.1,,,,,3,175,6,,"Appartement",,
119.23,,,,,4,125,5,,"Appartement",,
19.28,,,,,2,20,1,,"Appartement",,
39.47,,,,,2,39,2,,"Appartement",,
38.13,,,,,1,33,1,,"Appartement",,
89.58,,,,,1,86,4,,"Appartement",,
75.09,,,,,2,71,4,,"Appartement",,
67.03,,,,,1,67,4,,"Appartement",,
119.1,,,,,1,102,4,,"Appartement",,
29.57,,,,,2,30,1,,"Appartement",,
68.45,,,,,1,68,3,,"Appartement",,
66.5,,,,,2,64,3,,"Appartement",,
106.8,,,,,2,105,3,,"Appartement",,
29.15,,,,,1,29,1,,"Appartement",,
75.45,,,,,1,79,4,,"Appartement",,
67.6,,,,,2,66,3,,"Appartement",,
61.86,,,,,2,62,3,,"Appartement",,
25.43,,,,,2,25,1,,"Appartement",,
31.61,,,,,1,31,1,,"Appartement",,
88.98,,,,,1,74,4,,"Maison",,
37.5,,,,,1,37,1,,"Appartement",,
62,,,,,1,57,2,,"Appartement",,
118.72,,,,,3,118,3,,"Appartement",,
69.13,,,,,1,60,3,,"Appartement",,
47.81,,,,,1,50,2,,"Appartement",,
71.57,,,,,2,67,3,,"Appartement",,
69.46,,,,,1,69,4,,"Appartement",,
20.32,,,,,1,21,1,,"Appartement",,
65.84,,,,,1,70,3,,"Appartement",,
66.58,,,,,2,70,4,,"Appartement",,
45.82,,,,,3,70,2,,"Appartement",,
96.49,,,,,5,90,3,,"Appartement",,
74.5,,,,,1,73,5,,"Appartement",,
50.98,,,,,1,53,3,,"Appartement",,
17.55,,,,,1,23,1,,"Appartement",,
81.1,,,,,2,78,2,,"Appartement",,
56.45,,,,,1,62,3,,"Appartement",,
102.39,,,,,2,99,5,,"Appartement",,
89.8,,,,,2,90,5,,"Appartement",,
51.59,,,,,2,50,2,,"Appartement",,
85.18,,,,,1,65,3,,"Appartement",,
57.61,,,,,2,27,1,,"Appartement",,
30.47,,,,,1,32,1,,"Appartement",,
19.56,,,,,1,19,1,,"Appartement",,
112.85,,,,,3,75,3,,"Appartement",,
64.15,,,,,1,64,2,,"Appartement",,
58.67,,,,,1,56,2,,"Appartement",,
85.63,,,,,2,87,4,,"Appartement",,
65.67,,,,,1,65,3,,"Appartement",,
107.81,,,,,2,109,5,,"Appartement",,
135.29,,,,,2,137,6,,"Appartement",,
110.84,,,,,4,111,4,,"Appartement",,
68.03,,,,,2,72,4,,"Appartement",,
55.62,,,,,1,42,1,,"Appartement",,
48.19,,,,,2,48,2,,"Appartement",,
45.38,,,,,2,44,2,,"Appartement",,
64.42,,,,,1,65,3,,"Appartement",,
37.25,,,,,3,37,1,,"Appartement",,
92.92,,,,,1,90,5,,"Appartement",,
18.62,,,,,1,18,1,,"Appartement",,
52.47,,,,,2,59,3,,"Appartement",,
30.72,,,,,1,31,1,,"Appartement",,
60.38,,,,,1,61,3,,"Appartement",,
111.8,,,,,1,105,6,,"Appartement",,
61.29,,,,,3,62,3,,"Appartement",,
68.19,,,,,2,81,4,,"Appartement",,
74.99,,,,,1,78,3,,"Appartement",,
90.39,,,,,1,90,4,,"Appartement",,
52.32,,,,,1,49,3,,"Appartement",,
54.04,,,,,4,55,2,,"Appartement",,
31.98,,,,,2,30,1,,"Appartement",,
68.22,,,,,2,67,3,,"Appartement",,
183.3,,,,,1,68,3,,"Appartement",,
55.5,,,,,1,28,1,,"Appartement",,
57.96,,,,,1,48,3,,"Appartement",,
45.93,,,,,2,54,3,,"Appartement",,
116.63,,,,,1,115,4,,"Appartement",,
157.28,,,,,3,153,5,,"Appartement",,
89.4,,,,,8,94,3,,"Appartement",,
15.44,,,,,1,17,1,,"Appartement",,
85.16,,,,,1,64,3,,"Appartement",,
98.3,,,,,2,80,4,,"Appartement",,
84.29,,,,,2,85,4,,"Appartement",,
44.62,,,,,2,44,2,,"Appartement",,
51.14,,,,,2,59,3,,"Appartement",,
73,,,,,1,73,3,,"Appartement",,
40.21,,,,,2,41,2,,"Appartement",,
59.93,,,,,1,59,2,,"Appartement",,
101.36,,,,,1,99,4,,"Maison",,
81.51,,,,,2,82,3,,"Appartement",,
84.29,,,,,3,89,4,,"Appartement",,
71.11,,,,,2,71,3,,"Appartement",,
97.04,,,,,1,110,1,,"Appartement",,
89.72,,,,,1,90,4,,"Maison",,
91.42,,,,,4,92,4,,"Maison",,
59.37,,,,,2,99,2,,"Appartement",,
84.87,,,,,2,88,4,,"Appartement",,
35.95,,,,,2,36,1,,"Appartement",,
45.9,,,,,1,45,2,,"Appartement",,
83.62,,,,,2,82,4,,"Appartement",,
81.2,,,,,1,77,3,,"Appartement",,
54.6,,,,,2,80,3,,"Appartement",,
89.31,,,,,1,88,5,,"Maison",,
73.83,,,,,1,74,3,,"Appartement",,
103.18,,,,,2,103,3,,"Appartement",,
72.14,,,,,1,75,3,,"Appartement",,
91.8,,,,,2,91,4,,"Appartement",,
63.75,,,,,3,65,2,,"Appartement",,
152.69,,,,,1,155,4,,"Appartement",,
82.75,,,,,2,83,4,,"Appartement",,
122.68,,,,,1,94,5,,"Maison",,
72.36,,,,,1,71,3,,"Appartement",,
51.15,,,,,2,51,2,,"Appartement",,
102,,,,,2,104,4,,"Appartement",,
80.8,,,,,3,85,3,,"Appartement",,
91.88,,,,,2,85,4,,"Appartement",,
75.87,,,,,1,59,2,,"Appartement",,
74.98,,,,,1,74,3,,"Appartement",,
66.6,,,,,1,61,3,,"Appartement",,
76.73,,,,,1,75,2,,"Appartement",,
48.26,,,,,1,48,2,,"Appartement",,
55.6,,,,,1,50,4,,"Appartement",,
83.85,,,,,1,86,3,,"Appartement",,
10.3,,,,,7,229,1,,"Appartement",,
68.02,,,,,1,60,3,,"Appartement",,
53.21,,,,,1,53,3,,"Maison",,
59.91,,,,,2,59,2,,"Appartement",,
95.12,,,,,1,93,4,,"Appartement",,
156.5,,,,,2,97,3,,"Appartement",,
51.38,,,,,1,49,2,,"Appartement",,
65.2,,,,,1,65,3,,"Appartement",,
66.8,,,,,1,67,3,,"Appartement",,
55.3,,,,,2,55,3,,"Appartement",,
67.34,,,,,1,67,3,,"Appartement",,
25.1,,,,,1,25,2,,"Appartement",,
89.68,,,,,3,89,4,,"Maison",,
78.47,,,,,2,83,6,,"Appartement",,
28.85,,,,,1,30,1,,"Appartement",,
35.6,,,,,1,55,2,,"Appartement",,
19.02,,,,,1,19,1,,"Appartement",,
71.3,,,,,1,71,4,,"Appartement",,
122.23,,,,,1,115,5,,"Appartement",,
44.78,,,,,2,38,2,,"Appartement",,
114.49,,,,,2,125,5,,"Appartement",,
72.31,,,,,2,102,4,,"Appartement",,
87.22,,,,,2,87,3,,"Appartement",,
99.61,,,,,1,98,4,,"Appartement",,
48.08,,,,,2,55,2,,"Appartement",,
58.66,,,,,2,70,2,,"Appartement",,
106.5,,,,,2,102,5,,"Appartement",,
61.8,,,,,1,62,1,,"Appartement",,
76.12,,,,,1,77,4,,"Maison",,
96.66,,,,,1,99,4,,"Appartement",,
85.77,,,,,2,85,4,,"Appartement",,
76.97,,,,,1,79,3,,"Appartement",,
63.1,,,,,2,62,3,,"Appartement",,
94.39,,,,,1,93,4,396,"Maison","AG",
90.2,,,,,1,66,3,,"Appartement",,
37.43,,,,,1,37,1,,"Appartement",,
55.75,,,,,1,55,2,,"Appartement",,
136.34,,,,,2,148,4,,"Appartement",,
82.46,,,,,1,80,5,,"Appartement",,
94.69,,,,,1,95,6,,"Maison",,
28.36,,,,,1,28,2,,"Appartement",,
70.05,,,,,2,66,3,,"Appartement",,
66.81,,,,,2,81,3,,"Appartement",,
78.15,,,,,2,76,4,,"Appartement",,
50.33,,,,,1,50,2,,"Appartement",,
104.51,,,,,1,100,4,,"Maison",,
52.25,,,,,2,52,2,,"Appartement",,
70.5,,,,,1,70,1,,"Appartement",,
49.97,,,,,1,50,2,,"Appartement",,
45.8,,,,,1,34,2,,"Appartement",,
66.36,,,,,1,66,3,,"Appartement",,
56.8,,,,,2,55,2,,"Appartement",,
107.85,,,,,2,107,4,,"Appartement",,
39.3,,,,,1,42,2,,"Appartement",,
55.2,,,,,2,54,3,,"Appartement",,
95,,,,,1,45,2,,"Appartement",,
62,,,,,1,72,3,,"Appartement",,
180,,,,,1,95,4,,"Maison",,
91.48,,,,,1,96,4,,"Maison",,
59.23,,,,,1,59,2,,"Appartement",,
69,,,,,1,67,3,,"Appartement",,
60.15,,,,,1,37,1,,"Appartement",,
47.04,,,,,2,79,4,,"Appartement",,
71,,,,,1,67,3,,"Appartement",,
50.24,,,,,1,46,1,,"Appartement",,
94.98,,,,,3,45,1,,"Appartement",,
62.27,,,,,1,62,3,,"Appartement",,
52.47,,,,,2,54,2,,"Appartement",,
64.66,,,,,2,66,3,,"Appartement",,
75.38,,,,,2,90,4,,"Appartement",,
110.05,,,,,3,109,4,,"Appartement",,
97.75,,,,,1,97,5,,"Maison",,
65.46,,,,,1,65,3,,"Appartement",,
81.36,,,,,4,81,3,,"Appartement",,
24.49,,,,,1,24,1,,"Appartement",,
90.5,,,,,1,90,4,,"Maison",,
107.82,,,,,2,112,4,,"Appartement",,
72.75,,,,,2,70,3,,"Appartement",,
79.56,,,,,2,82,4,,"Appartement",,
84.78,,,,,1,73,4,,"Appartement",,
190,,,,,3,176,5,,"Appartement",,
36.1,,,,,1,41,2,,"Maison",,
51.04,,,,,1,55,2,,"Appartement",,
65.71,,,,,1,68,3,,"Appartement",,
97.52,,,,,2,104,4,,"Appartement",,
77.81,,,,,2,79,4,,"Appartement",,
117.51,,,,,1,84,4,,"Maison",,
88.18,,,,,1,92,2,,"Appartement",,
97.78,,,,,2,95,4,,"Appartement",,
30.83,,,,,2,30,1,,"Appartement",,
83.79,,,,,1,74,4,,"Appartement",,
76.75,,,,,2,77,3,,"Appartement",,
75.95,,,,,2,70,4,,"Appartement",,
58.73,,,,,6,80,5,,"Maison",,
41.31,,,,,2,42,2,,"Appartement",,
120.99,,,,,1,121,6,,"Appartement",,
78,,,,,1,78,4,,"Appartement",,
61.37,,,,,1,59,2,,"Appartement",,
118.79,,,,,2,139,4,,"Maison",,
87.46,,,,,2,88,4,,"Appartement",,
49.39,,,,,2,49,2,,"Appartement",,
42.37,,,,,2,41,2,,"Appartement",,
96.75,,,,,2,95,3,,"Appartement",,
62.38,,,,,2,62,4,,"Appartement",,
62.83,,,,,2,63,4,,"Appartement",,
40.18,,,,,2,40,2,,"Appartement",,
25,,,,,1,24,2,,"Appartement",,
102.42,,,,,1,107,4,,"Appartement",,
25.68,,,,,1,25,1,,"Appartement",,
94.92,,,,,1,93,3,,"Appartement",,
113.11,,,,,4,108,4,,"Appartement",,
66.19,,,,,2,70,3,,"Appartement",,
101.7,,,,,2,106,4,,"Appartement",,
29.61,,,,,1,30,1,,"Appartement",,
64.61,,,,,1,63,3,,"Appartement",,
52.45,,,,,4,52,2,,"Appartement",,
63.16,,,,,2,64,2,,"Appartement",,
84,,,,,1,67,2,,"Appartement",,
29.69,,,,,2,29,1,,"Appartement",,
56.95,,,,,2,59,2,,"Appartement",,
40.49,,,,,1,40,2,,"Appartement",,
73.58,,,,,2,71,3,,"Appartement",,
66.84,,,,,1,70,3,,"Appartement",,
62.5,,,,,2,62,3,,"Appartement",,
40.54,,,,,2,41,2,,"Appartement",,
50,,,,,1,52,2,,"Appartement",,
62.98,,,,,1,58,3,,"Appartement",,
35.13,,,,,1,30,1,,"Appartement",,
63.23,,,,,2,60,3,,"Appartement",,
78.58,,,,,1,76,3,,"Appartement",,
44.73,,,,,2,43,2,,"Appartement",,
55.77,,,,,1,53,3,,"Appartement",,
90.59,,,,,1,58,4,,"Maison",,
96.4,,,,,1,98,4,,"Appartement",,
16,,,,,1,18,1,,"Appartement",,
52.21,,,,,2,53,3,,"Appartement",,
57.22,,,,,2,58,2,,"Appartement",,
38.93,,,,,1,38,2,,"Appartement",,
173.34,,,,,3,155,5,,"Appartement",,
53.54,,,,,1,53,3,,"Appartement",,
80.42,,,,,1,55,3,662,"Maison","S",
46.81,,,,,2,45,3,,"Appartement",,
54.06,,,,,1,54,2,,"Appartement",,
37.03,,,,,2,37,2,,"Appartement",,
86.91,,,,,2,90,4,,"Appartement",,
94,,,,,1,98,5,,"Maison",,
24.62,,,,,2,26,1,,"Appartement",,
162.69,,,,,2,157,4,,"Appartement",,
39.51,,,,,4,43,3,,"Appartement",,
40.71,,,,,1,40,1,,"Appartement",,
217.02,,,,,4,214,6,,"Appartement",,
68,,,,,2,70,4,,"Appartement",,
92.72,,,,,10,83,3,,"Appartement",,
63.7,,,,,1,70,3,,"Appartement",,
64.77,,,,,1,62,3,,"Appartement",,
136.22,,,,,2,135,5,,"Appartement",,
56.32,,,,,2,58,3,,"Appartement",,
62.92,,,,,2,64,3,,"Appartement",,
33.33,,,,,1,35,1,,"Appartement",,
39.99,,,,,2,38,2,,"Appartement",,
46.2,,,,,2,46,2,,"Appartement",,
51.02,,,,,1,51,2,,"Appartement",,
12.21,,,,,1,12,1,,"Appartement",,
122.63,,,,,7,210,5,,"Appartement",,
129.57,,,,,4,134,4,,"Maison",,
128.21,,,,,1,120,5,,"Maison",,
41.35,,,,,2,40,1,,"Appartement",,
59.83,,,,,2,59,3,,"Appartement",,
89.46,,,,,2,88,4,,"Appartement",,
55.35,,,,,2,55,2,,"Appartement",,
48.78,,,,,1,50,2,,"Appartement",,
108.33,,,,,1,111,4,,"Appartement",,
29.99,,,,,1,30,1,,"Appartement",,
62.54,,,,,2,66,4,,"Appartement",,
48.02,,,,,1,49,2,,"Appartement",,
58.12,,,,,2,61,3,,"Appartement",,
83.3,,,,,2,78,5,,"Appartement",,
53.03,,,,,1,53,2,,"Appartement",,
68.49,,,,,2,68,4,,"Appartement",,
53.14,,,,,2,54,3,,"Appartement",,
59.84,,,,,1,44,3,,"Appartement",,
69.5,,,,,2,70,4,,"Appartement",,
36.98,,,,,1,50,2,,"Appartement",,
80.87,,,,,1,70,2,,"Maison",,
68.96,,,,,1,70,3,,"Appartement",,
59.61,,,,,2,65,3,,"Appartement",,
53.39,,,,,7,70,2,,"Appartement",,
46.95,,,,,2,46,2,,"Appartement",,
80.29,,,,,2,95,5,,"Appartement",,
84.81,,,,,1,89,4,,"Appartement",,
88.26,,,,,1,90,3,,"Appartement",,
68.5,,,,,1,67,3,,"Appartement",,
76.9,,,,,2,84,3,,"Appartement",,
72,,,,,1,70,4,,"Maison",,
129.51,,,,,1,129,6,,"Maison",,
137.19,,,,,2,57,3,,"Appartement",,
90.28,,,,,1,104,4,,"Appartement",,
62.62,,,,,2,67,3,,"Appartement",,
83.76,,,,,1,83,3,,"Appartement",,
59.84,,,,,1,61,2,,"Appartement",,
27.91,,,,,1,28,1,,"Appartement",,
59.87,,,,,2,88,5,,"Appartement",,
128.94,,,,,3,66,3,,"Appartement",,
60.79,,,,,2,60,3,,"Appartement",,
70.84,,,,,1,35,3,,"Appartement",,
49.13,,,,,1,48,4,,"Appartement",,
86.16,,,,,2,85,4,,"Maison",,
60.19,,,,,2,62,3,,"Appartement",,
74.01,,,,,1,83,4,,"Appartement",,
72.91,,,,,2,71,3,,"Appartement",,
80.25,,,,,1,82,3,,"Appartement",,
23,,,,,1,15,1,,"Appartement",,
23.23,,,,,1,24,1,,"Appartement",,
50.11,,,,,2,50,1,,"Appartement",,
53.13,,,,,2,52,2,,"Appartement",,
89.73,,,,,1,90,4,,"Appartement",,
47.79,,,,,1,51,3,,"Appartement",,
67.07,,,,,2,73,3,,"Appartement",,
39.05,,,,,1,37,2,,"Appartement",,
80.17,,,,,1,36,3,,"Appartement",,
230.1,,,,,1,250,7,,"Appartement",,
34.77,,,,,1,41,1,,"Appartement",,
84.98,,,,,2,86,4,,"Appartement",,
91.72,,,,,1,98,3,,"Appartement",,
48.59,,,,,2,48,2,,"Appartement",,
45.27,,,,,1,57,2,,"Appartement",,
70.31,,,,,1,65,3,,"Appartement",,
69.11,,,,,2,67,4,,"Appartement",,
47.34,,,,,2,47,2,,"Appartement",,
28.47,,,,,1,28,1,,"Appartement",,
56.8,,,,,2,53,2,,"Appartement",,
62.88,,,,,1,50,1,,"Maison",,
62.1,,,,,1,62,3,,"Appartement",,
68.55,,,,,2,65,4,,"Appartement",,
37.83,,,,,1,38,2,,"Appartement",,
68,,,,,1,62,2,,"Appartement",,
62.14,,,,,2,64,3,,"Appartement",,
107.98,,,,,1,106,5,,"Appartement",,
153.37,,,,,2,160,6,,"Appartement",,
42.69,,,,,1,42,2,,"Appartement",,
92.55,,,,,2,90,4,,"Appartement",,
134.75,,,,,1,100,6,,"Maison",,
85.5,,,,,1,85,4,,"Appartement",,
62.6,,,,,2,61,3,,"Appartement",,
29.94,,,,,1,35,1,,"Appartement",,
79.14,,,,,1,91,3,,"Appartement",,
24.64,,,,,1,26,1,,"Appartement",,
103.79,,,,,1,94,5,,"Appartement",,
61.06,,,,,1,60,3,,"Appartement",,
32.54,,,,,1,32,1,,"Appartement",,
14.9,,,,,1,179,6,,"Appartement",,
66.87,,,,,1,67,3,,"Appartement",,
71.33,,,,,2,75,4,,"Appartement",,
80,,,,,1,80,4,,"Appartement",,
64.13,,,,,1,63,3,,"Appartement",,
73.8,,,,,1,74,4,,"Appartement",,
20.86,,,,,1,38,2,,"Appartement",,
16.18,,,,,1,26,2,,"Appartement",,
18.43,,,,,1,18,1,,"Appartement",,
132.53,,,,,1,100,6,,"Maison",,
67.52,,,,,2,67,3,,"Appartement",,
75.9,,,,,2,76,4,,"Appartement",,
80.1,,,,,1,78,4,,"Appartement",,
56.5,,,,,2,52,2,,"Appartement",,
45.22,,,,,1,45,2,,"Appartement",,
59.53,,,,,2,60,2,,"Appartement",,
95.75,,,,,2,95,3,,"Appartement",,
75.1,,,,,1,77,4,,"Appartement",,
50.53,,,,,1,50,2,,"Appartement",,
15.76,,,,,1,18,1,,"Appartement",,
49.2,,,,,1,51,2,,"Appartement",,
43.31,,,,,1,42,2,,"Appartement",,
16.57,,,,,1,26,2,,"Appartement",,
154.89,,,,,1,160,4,,"Appartement",,
64.52,,,,,3,64,3,,"Appartement",,
73.67,,,,,1,73,3,,"Appartement",,
38.25,,,,,1,39,2,,"Appartement",,
19.67,,,,,1,19,1,,"Appartement",,
28.41,,,,,1,35,2,,"Appartement",,
44.18,,,,,1,43,2,,"Appartement",,
74.2,,,,,1,74,4,,"Appartement",,
26.87,,,,,1,27,1,,"Appartement",,
71.85,,,,,2,70,4,,"Appartement",,
23.3,,,,,2,30,2,,"Appartement",,
64.4,,,,,1,65,3,,"Appartement",,
74.2,,,,,1,72,4,,"Appartement",,
80.9,,,,,1,78,4,,"Appartement",,
114.37,,,,,1,118,6,,"Maison",,
31.88,,,,,1,35,2,,"Appartement",,
48.4,,,,,1,44,2,,"Appartement",,
41.24,,,,,1,41,2,,"Appartement",,
191.3,,,,,1,181,7,,"Maison",,
83.25,,,,,1,83,4,,"Appartement",,
67.5,,,,,2,67,3,,"Appartement",,
47.46,,,,,1,48,2,,"Appartement",,
66.1,,,,,2,64,4,,"Appartement",,
59.08,,,,,1,60,3,,"Appartement",,
66.03,,,,,1,66,3,,"Appartement",,
18.14,,,,,1,19,1,,"Appartement",,
72.5,,,,,1,73,3,,"Appartement",,
34.43,,,,,1,35,2,,"Appartement",,
47.89,,,,,2,45,2,,"Appartement",,
66.74,,,,,2,67,3,,"Appartement",,
68,,,,,3,73,3,,"Appartement",,
18.08,,,,,1,18,1,,"Appartement",,
19.7,,,,,1,19,1,,"Appartement",,
80.6,,,,,2,81,4,,"Appartement",,
49.16,,,,,1,49,2,,"Appartement",,
66.95,,,,,1,66,3,,"Appartement",,
73.37,,,,,1,70,3,,"Appartement",,
68.61,,,,,1,68,3,,"Appartement",,
20.94,,,,,1,13,1,,"Appartement",,
19.18,,,,,1,19,1,,"Appartement",,
42.18,,,,,1,42,2,,"Appartement",,
42.68,,,,,1,42,2,,"Appartement",,
65.5,,,,,1,65,3,,"Appartement",,
39.47,,,,,2,38,1,,"Appartement",,
17.66,,,,,5,19,1,,"Appartement",,
68.04,,,,,1,67,3,,"Appartement",,
55.7,,,,,1,55,2,,"Appartement",,
43.66,,,,,1,48,2,,"Appartement",,
77.48,,,,,1,77,4,,"Maison",,
85.36,,,,,2,80,3,,"Appartement",,
37.02,,,,,1,37,2,,"Appartement",,
52.13,,,,,1,53,2,,"Appartement",,
57.7,,,,,2,60,3,,"Appartement",,
57.82,,,,,2,58,3,,"Appartement",,
46.92,,,,,2,47,2,,"Appartement",,
62.6,,,,,1,62,3,,"Appartement",,
64.57,,,,,1,64,3,,"Appartement",,
59.3,,,,,1,59,2,,"Appartement",,
39.33,,,,,2,39,2,,"Appartement",,
19.71,,,,,1,19,1,,"Appartement",,
62.19,,,,,1,63,3,,"Appartement",,
22.16,,,,,1,22,1,,"Appartement",,
66.15,,,,,1,67,3,,"Appartement",,
34.98,,,,,1,36,1,,"Appartement",,
18.43,,,,,1,18,1,,"Appartement",,
31.53,,,,,2,31,1,,"Appartement",,
50.42,,,,,2,52,2,,"Appartement",,
38.33,,,,,1,38,2,,"Appartement",,
89.18,,,,,1,88,3,,"Appartement",,
38.36,,,,,2,50,2,,"Appartement",,
68.13,,,,,3,68,4,,"Appartement",,
66.34,,,,,2,61,3,,"Appartement",,
61.64,,,,,1,61,3,,"Appartement",,
26.09,,,,,1,27,1,,"Appartement",,
45.99,,,,,1,46,2,,"Appartement",,
67.32,,,,,1,67,4,,"Maison",,
80.17,,,,,1,82,4,,"Maison",,
41.98,,,,,1,42,2,,"Appartement",,
56.47,,,,,2,53,2,,"Appartement",,
19.02,,,,,1,20,1,,"Appartement",,
38.11,,,,,1,47,2,,"Appartement",,
138.9,,,,,5,143,6,,"Appartement",,
68.62,,,,,1,68,3,,"Appartement",,
40.38,,,,,1,26,1,,"Appartement",,
21.86,,,,,1,22,1,,"Appartement",,
11.66,,,,,1,35,2,,"Appartement",,
38.6,,,,,1,49,1,,"Appartement",,
52.61,,,,,1,52,2,,"Appartement",,
82.17,,,,,1,83,4,,"Maison",,
80.3,,,,,1,80,4,,"Appartement",,
35.81,,,,,1,36,2,,"Appartement",,
19.02,,,,,1,19,1,,"Appartement",,
38.05,,,,,1,41,2,,"Appartement",,
98.29,,,,,2,103,4,,"Appartement",,
34.39,,,,,1,17,1,,"Appartement",,
20.61,,,,,1,20,1,,"Appartement",,
27.8,,,,,1,30,1,,"Appartement",,
79.87,,,,,1,80,4,,"Maison",,
51.33,,,,,1,51,2,,"Appartement",,
133.26,,,,,1,149,5,,"Appartement",,
42.34,,,,,1,42,2,,"Appartement",,
10.78,,,,,1,11,1,,"Appartement",,
28.68,,,,,1,28,1,,"Appartement",,
71.97,,,,,2,73,4,,"Appartement",,
106.52,,,,,1,126,3,,"Appartement",,
31.12,,,,,1,25,1,,"Appartement",,
19.44,,,,,1,19,1,,"Appartement",,
51.63,,,,,2,51,3,,"Appartement",,
17.55,,,,,1,17,1,,"Appartement",,
65.8,,,,,1,65,3,,"Appartement",,
49.55,,,,,2,45,2,,"Appartement",,
49.78,,,,,1,53,3,,"Appartement",,
65.61,,,,,1,66,3,,"Appartement",,
49.75,,,,,2,47,2,,"Appartement",,
16.72,,,,,1,19,1,,"Appartement",,
24.75,,,,,1,26,1,,"Appartement",,
75.41,,,,,2,77,4,,"Appartement",,
34.9,,,,,1,36,2,,"Appartement",,
96.4,,,,,1,96,4,,"Maison",,
39.46,,,,,1,38,2,,"Appartement",,
123.05,,,,,1,77,4,,"Maison",,
134.36,,,,,2,137,5,,"Appartement",,
18.3,,,,,1,18,1,,"Appartement",,
38.64,,,,,1,38,2,,"Appartement",,
67,,,,,1,67,3,,"Appartement",,
13.79,,,,,1,13,1,,"Appartement",,
79.52,,,,,2,77,4,,"Appartement",,
31.5,,,,,1,35,1,,"Appartement",,
50.56,,,,,1,50,2,,"Appartement",,
76.78,,,,,1,78,3,,"Appartement",,
124.66,,,,,3,125,4,,"Appartement",,
63.39,,,,,2,64,3,,"Appartement",,
19.92,,,,,1,19,1,,"Appartement",,
19.97,,,,,1,18,1,,"Appartement",,
38.19,,,,,1,36,2,,"Appartement",,
105.77,,,,,1,103,4,,"Appartement",,
17.7,,,,,1,18,1,,"Appartement",,
62.6,,,,,1,62,3,,"Appartement",,
70.91,,,,,2,71,3,,"Appartement",,
117.61,,,,,2,129,6,,"Appartement",,
23.9,,,,,1,38,2,,"Appartement",,
54.2,,,,,1,51,2,,"Appartement",,
89.75,,,,,2,90,5,,"Appartement",,
26.78,,,,,1,27,1,,"Appartement",,
38.08,,,,,1,38,2,,"Appartement",,
79.2,,,,,2,79,4,,"Appartement",,
46.23,,,,,2,47,2,,"Appartement",,
49.13,,,,,1,49,3,,"Maison",,
12.11,,,,,1,16,1,,"Appartement",,
14.07,,,,,1,14,1,,"Appartement",,
50.28,,,,,1,50,2,,"Appartement",,
25.89,,,,,1,25,1,,"Appartement",,
85.3,,,,,2,85,3,,"Appartement",,
79.13,,,,,1,99,5,,"Appartement",,
26.37,,,,,1,25,1,,"Appartement",,
76.01,,,,,2,76,4,,"Appartement",,
20.54,,,,,1,20,1,,"Appartement",,
26.32,,,,,1,26,2,,"Appartement",,
86.41,,,,,2,89,4,,"Appartement",,
84.4,,,,,3,90,4,,"Maison",,
76.49,,,,,2,73,4,,"Appartement",,
77.66,,,,,1,78,4,,"Appartement",,
67.78,,,,,2,66,4,,"Appartement",,
54.09,,,,,1,53,2,,"Appartement",,
97.21,,,,,4,96,4,,"Appartement",,
66.29,,,,,1,66,3,,"Appartement",,
64.95,,,,,2,67,3,,"Appartement",,
34.37,,,,,1,34,1,,"Appartement",,
52.84,,,,,2,54,3,,"Appartement",,
77.9,,,,,2,79,1,,"Appartement",,
64,,,,,1,72,3,,"Appartement",,
62.9,,,,,1,62,3,,"Appartement",,
34.55,,,,,2,34,2,,"Appartement",,
63.29,,,,,2,63,3,,"Appartement",,
558.87,,,,,1,348,9,,"Appartement",,
70.51,,,,,2,69,4,,"Appartement",,
41.9,,,,,1,36,1,,"Appartement",,
19.81,,,,,1,20,1,,"Appartement",,
18.55,,,,,1,18,1,,"Appartement",,
124.32,,,,,1,126,6,,"Maison",,
67.6,,,,,2,73,4,,"Appartement",,
67.1,,,,,2,73,4,,"Appartement",,
39.17,,,,,2,39,2,,"Appartement",,
68.76,,,,,2,70,4,,"Appartement",,
80.73,,,,,1,82,4,,"Maison",,
48.61,,,,,2,48,2,,"Appartement",,
29,,,,,1,29,2,,"Appartement",,
64.14,,,,,2,63,3,,"Appartement",,
46.07,,,,,1,45,2,,"Appartement",,
72.15,,,,,1,72,4,,"Maison",,
63.36,,,,,2,62,1,,"Appartement",,
78.79,,,,,2,77,4,,"Appartement",,
39.77,,,,,1,39,2,,"Appartement",,
67.3,,,,,1,65,3,,"Appartement",,
