"IDCommune","CodePostal","Commune"
1551,54580,"AUBOUE"
1552,54590,"HUSSIGNY GODBRANGE"
1553,54600,"VILLERS LES NANCY"
1554,54630,"RICHARDMENIL"
1555,54640,"TUCQUEGNIEUX"
1556,54650,"SAULNES"
1557,54670,"CUSTINES"
1558,54700,"PONT A MOUSSON"
1559,54730,"GORCY"
1560,54740,"HAROUE"
1561,54750,"TRIEUX"
1562,54800,"JARNY"
1563,54800,"HATRIZE"
1564,54810,"LONGLAVILLE"
1565,54850,"MEREVILLE"
1566,54860,"HAUCOURT-MOULAINE"
1567,54870,"CONS-LA-GRANDVILLE"
1568,54880,"THIL"
1569,54910,"VALLEROY"
1570,55100,"VERDUN"
1571,55430,"BELLEVILLE SUR MEUSE"
1572,56000,"VANNES"
1573,56100,"LORIENT"
1574,56140,"MALESTROIT"
1575,56150,"BAUD"
1576,56160,"LIGNOL"
1577,56170,"QUIBERON"
1578,56260,"LARMOR-PLAGE"
1579,56270,"PLOEMEUR"
1580,56290,"PORT-LOUIS"
1581,56300,"PONTIVY"
1582,56330,"PLUVIGNER"
1583,56340,"CARNAC"
1584,56340,"PLOUHARNEL"
1585,56360,"LOCMARIA"
1586,56360,"LE PALAIS"
1587,56360,"SAUZON"
1588,56400,"BRECH"
1589,56400,"PLOEMEL"
1590,56400,"AURAY"
1591,56400,"LE BONO"
1592,56400,"SAINTE-ANNE-D'AURAY"
1593,56400,"PLUNERET"
1594,56410,"ERDEVEN"
1595,56410,"ETEL"
1596,56440,"LANGUIDIC"
1597,56470,"LA TRINITE SUR MER"
1598,56470,"SAINT-PHILIBERT"
1599,56510,"SAINT-PIERRE-QUIBERON"
1600,56520,"GUIDEL"
1601,56530,"GESTEL"
1602,56550,"BELZ"
1603,56570,"LOCMIQUELIC"
1604,56600,"LANESTER"
1605,56610,"ARRADON"
1606,56620,"CLEGUER"
1607,56640,"ARZON"
1608,56650,"INZINZAC-LOCHRIST"
1609,56670,"RIANTEC"
1610,56680,"PLOUHINEC"
1611,56680,"GAVRES"
1612,56700,"HENNEBONT"
1613,56700,"KERVIGNAC"
1614,56800,"PLOERMEL"
1615,56880,"PLOEREN"
1616,56890,"SAINT-AVE"
1617,58000,"NEVERS"
1618,58000,"SAINT ELOI"
1619,58160,"IMPHY"
1620,58300,"DECIZE"
1621,58600,"FOURCHAMBAULT"
1622,58640,"VARENNES-VAUZELLES"
1623,58660,"COULANGES LES NEVERS"
1624,59000,"LILLE"
1625,59100,"ROUBAIX"
1626,59110,"LA MADELEINE"
1627,59113,"SECLIN"
1628,59118,"WAMBRECHIES"
1629,59120,"LOOS"
1630,59125,"TRITH-ST-LEGER"
1631,59126,"LINSELLES"
1632,59130,"LAMBERSART"
1633,59133,"PHALEMPIN"
1634,59134,"FOURNES-EN-WEPPES"
1635,59136,"WAVRIN"
1636,59139,"WATTIGNIES"
1637,59146,"PECQUENCOURT"
1638,59150,"WATTRELOS"
1639,59155,"FACHES THUMESNIL"
1640,59160,"LILLE"
1641,59170,"CROIX"
1642,59178,"HASNON"
1643,59190,"HAZEBROUCK"
1644,59200,"TOURCOING"
1645,59220,"DENAIN"
1646,59223,"RONCQ"
1647,59230,"SAINT-AMAND-LES-EAUX"
1648,59235,"BERSEE"
1649,59242,"TEMPLEUVE EN PEVELE"
1650,59250,"HALLUIN"
1651,59251,"ALLENNES-LES-MARAIS"
1652,59260,"LILLE"
1653,59270,"BAILLEUL"
1654,59280,"ARMENTIERES"
1655,59290,"WASQUEHAL"
1656,59300,"VALENCIENNES"
1657,59310,"FAUMONT"
1658,59320,"ENNETIERES-EN-WEPPES"
1659,59320,"SEQUEDIN"
1660,59320,"HAUBOURDIN"
1661,59320,"HALLENNES-LEZ-HAUBOURDIN"
1662,59350,"SAINT-ANDRE"
1663,59370,"MONS EN BAROEUL"
1664,59390,"LYS LEZ LANNOY"
1665,59390,"LANNOY"
1666,59400,"CAMBRAI"
1667,59410,"ANZIN"
1668,59420,"MOUVAUX"
1669,59450,"SIN LE NOBLE"
1670,59490,"SOMAIN"
1671,59491,"VILLENEUVE-D'ASCQ"
1672,59493,"VILLENEUVE-D'ASCQ"
1673,59500,"DOUAI"
1674,59510,"HEM"
1675,59520,"MARQUETTE-LEZ-LILLE"
1676,59540,"CAUDRY"
1677,59552,"LAMBRES LEZ DOUAI"
1678,59590,"RAISMES"
1679,59600,"MAUBEUGE"
1680,59650,"VILLENEUVE-D'ASCQ"
1681,59700,"MARCQ EN BAROEUL"
1682,59710,"AVELIN"
1683,59710,"PONT-A-MARCQ"
1684,59760,"GRANDE-SYNTHE"
1685,59770,"MARLY"
1686,59777,"LILLE"
1687,59780,"WILLEMS"
1688,59790,"RONCHIN"
1689,59800,"LILLE"
1690,59810,"LESQUIN"
1691,59830,"CYSOING"
1692,59840,"PERENCHIES"
1693,59890,"DEULEMONT"
1694,59890,"QUESNOY SUR DEULE"
1695,59910,"BONDUES"
1696,59960,"NEUVILLE EN FERRAIN"
1697,60000,"BEAUVAIS"
1698,60000,"GOINCOURT"
1699,60100,"CREIL"
1700,60110,"MERU"
1701,60128,"MORTEFONTAINE"
1702,60128,"PLAILLY"
1703,60140,"LIANCOURT"
1704,60150,"THOUROTTE"
1705,60160,"MONTATAIRE"
1706,60160,"THIVERNY"
1707,60170,"RIBECOURT DRESLINCOURT"
1708,60170,"CAMBRONNE LES RIBECOURT"
1709,60180,"NOGENT SUR OISE"
1710,60190,"LACHELLE"
1711,60200,"COMPIEGNE"
1712,60230,"CHAMBLY"
1713,60240,"CHAUMONT-EN-VEXIN"
1714,60240,"LOCONVILLE"
1715,60250,"MOUY"
1716,60260,"LAMORLAYE"
1717,60260,"GOUVIEUX"
1718,60270,"GOUVIEUX"
1719,60280,"MARGNY LES COMPIEGNE"
1720,60280,"CLAIROIX"
1721,60280,"VENETTE"
1722,60290,"RANTIGNY"
1723,60290,"LAIGNEVILLE"
1724,60300,"SENLIS"
1725,60300,"AVILLY ST LEONARD"
1726,60320,"BETHISY ST MARTIN"
1727,60320,"BETHISY ST PIERRE"
1728,60330,"LE PLESSIS BELLEVILLE"
1729,60340,"ST LEU D ESSERENT"
1730,60350,"ATTICHY"
1731,60360,"CREVECOEUR LE GRAND"
1732,60400,"NOYON"
1733,60410,"SAINTINES"
1734,60410,"VERBERIE"
1735,60430,"NOAILLES"
1736,60440,"NANTEUIL LE HAUDOUIN"
1737,60440,"PEROY LES GOMBRIES"
1738,60460,"PRECY SUR OISE"
1739,60500,"CHANTILLY"
1740,60500,"VINEUIL ST FIRMIN"
1741,60500,"GOUVIEUX"
1742,60510,"LA RUE ST PIERRE"
1743,60520,"LA CHAPELLE EN SERVAL"
1744,60530,"DIEUDONNE"
1745,60530,"NEUILLY EN THELLE"
1746,60530,"LE MESNIL EN THELLE"
1747,60540,"BORNEL"
1748,60550,"VERNEUIL EN HALATTE"
1749,60560,"ORRY LA VILLE"
1750,60570,"LABOISSIERE EN THELLE"
1751,60570,"ANDEVILLE"
1752,60580,"COYE LA FORET"
1753,60590,"TRIE CHATEAU"
1754,60600,"CLERMONT"
1755,60600,"FITZ JAMES"
1756,60610,"LACROIX ST OUEN"
1757,60660,"ST VAAST LES MELLO"
1758,60660,"CIRES LES MELLO"
1759,60660,"CRAMOISY"
1760,60700,"PONT STE MAXENCE"
1761,60700,"FLEURINES"
1762,60730,"STE GENEVIEVE"
1763,60740,"ST MAXIMIN"
1764,60790,"VALDAMPIERRE"
1765,60800,"CREPY EN VALOIS"
1766,60800,"LEVIGNEN"
1767,60820,"BORAN SUR OISE"
1768,60870,"VILLERS ST PAUL"
1769,60880,"JAUX"
1770,60880,"LE MEUX"
1771,60950,"VER SUR LAUNETTE"
1772,61000,"ALENCON"
1773,61100,"FLERS"
1774,61140,"BAGNOLES DE L'ORNE NORMANDIE"
1775,62000,"ARRAS"
1776,62100,"CALAIS"
1777,62110,"HENIN-BEAUMONT"
1778,62118,"BIACHE-SAINT-VAAST"
1779,62120,"AIRE-SUR-LA-LYS"
1780,62152,"NEUFCHATEL-HARDELOT"
1781,62155,"MERLIMONT"
1782,62160,"AIX NOULETTE"
1783,62179,"WISSANT"
1784,62196,"HESDIGNEUL-LES-BETHUNE"
1785,62200,"BOULOGNE SUR MER"
1786,62210,"AVION"
1787,62217,"ACHICOURT"
1788,62217,"BEAURAINS"
1789,62219,"LONGUENESSE"
1790,62220,"CARVIN"
1791,62223,"SAINT-NICOLAS"
1792,62223,"ANZIN-SAINT-AUBIN"
1793,62223,"SAINTE-CATHERINE"
1794,62250,"MARQUISE"
1795,62280,"ST MARTIN BOULOGNE"
1796,62300,"ELEU-DIT-LEAUWETTE"
1797,62300,"LENS"
1798,62330,"ISBERGUES"
1799,62400,"BETHUNE"
1800,62410,"WINGLES"
1801,62440,"HARNES"
1802,62460,"DIVION"
1803,62500,"SAINT OMER"
1804,62510,"ARQUES"
1805,62520,"LE TOUQUET PARIS PLAGE"
1806,62575,"BLENDECQUES"
1807,62580,"NEUVILLE-ST-VAAST"
1808,62600,"BERCK"
1809,62640,"MONTIGNY EN GOHELLE"
1810,62660,"BEUVRY"
1811,62690,"SAVY-BERLETTE"
1812,62750,"LOOS EN GOHELLE"
1813,62780,"CUCQ"
1814,62930,"WIMEREUX"
1815,63114,"MONTPEYROUX"
1816,63140,"CHATELGUYON"
1817,63200,"RIOM"
1818,63230,"PONTGIBAUD"
1819,63300,"THIERS"
1820,63500,"ISSOIRE"
1821,63610,"BESSE-ET-SAINT-ANASTAISE"
1822,63680,"CHASTREIX"
1823,63710,"SAINT-NECTAIRE"
1824,64000,"PAU"
1825,64100,"BAYONNE"
1826,64110,"JURANCON"
1827,64110,"GELOS"
1828,64110,"RONTIGNON"
1829,64120,"SAINT-PALAIS"
1830,64121,"SERRES CASTET"
1831,64130,"MAULEON LICHARRE"
1832,64140,"BILLERE"
1833,64140,"LONS"
1834,64150,"MOURENX"
1835,64160,"MORLAAS"
1836,64190,"NAVARRENX"
1837,64200,"BIARRITZ"
1838,64200,"BASSUSSARRY"
1839,64220,"UHART-CIZE"
1840,64230,"SAUVAGNON"
1841,64230,"MAZEROLLES"
1842,64230,"LESCAR"
1843,64230,"DENGUIN"
1844,64240,"HASPARREN"
1845,64260,"REBENACQ"
1846,64260,"SEVIGNACQ MEYRACQ"
1847,64300,"ORTHEZ"
1848,64320,"BIZANOS"
1849,64320,"IDRON"
1850,64400,"OLORON SAINTE MARIE"
1851,64400,"MOUMOUR"
1852,64440,"EAUX BONNES"
1853,64440,"LARUNS"
1854,64450,"MIOSSENS LANUSSE"
1855,64480,"USTARITZ"
1856,64500,"SAINT-JEAN-DE-LUZ"
1857,64500,"CIBOURE"
1858,64570,"ARETTE"
1859,64600,"ANGLET"
1860,64700,"HENDAYE"
1861,64800,"LESTELLE BETHARRAM"
1862,64800,"NAY"
1863,64990,"LAHONCE"
1864,65000,"TARBES"
1865,65100,"LOURDES"
1866,65100,"ADE"
1867,65110,"CAUTERETS"
1868,65120,"BAREGES"
1869,65120,"ESQUIEZE-SERE"
1870,65120,"LUZ-SAINT-SAUVEUR"
1871,65130,"CAPVERN"
1872,65170,"SAINT-LARY-SOULAN"
1873,65170,"SAILHAN"
1874,65170,"ARAGNOUET"
1875,65170,"VIELLE-AURE"
1876,65200,"BAGNERES-DE-BIGORRE"
1877,65240,"ARREAU"
1878,65240,"GERM"
1879,65400,"ARGELES-GAZOST"
1880,65600,"SEMEAC"
1881,65710,"CAMPAN"
1882,66000,"PERPIGNAN"
1883,66100,"PERPIGNAN"
1884,66110,"AMELIE LES BAINS"
1885,66120,"FONT-ROMEU ODEILLO-VIA"
1886,66140,"CANET EN ROUSSILLON"
1887,66160,"LE BOULOU"
1888,66200,"ELNE"
1889,66200,"CORNEILLA DEL VERCOL"
1890,66200,"ALENYA"
1891,66210,"LES ANGLES"
1892,66210,"BOLQUERE"
1893,66210,"PUYVALADOR"
1894,66210,"FORMIGUERES"
1895,66220,"SAINT-PAUL-DE-FENOUILLET"
1896,66350,"TOULOUGES"
1897,66400,"CERET"
1898,66420,"LE BARCARES"
1899,66440,"TORREILLES"
1900,66470,"SAINTE-MARIE-LA-MER"
1901,66600,"RIVESALTES"
1902,66700,"ARGELES SUR MER"
1903,66750,"SAINT-CYPRIEN"
1904,69001,"LYON 1ER"
1905,69002,"LYON 2EME"
1906,69003,"LYON 3EME"
1907,69004,"LYON 4EME"
1908,69005,"LYON 5EME"
1909,69006,"LYON 6EME"
1910,69007,"LYON 7EME"
1911,69008,"LYON 8EME"
1912,69009,"LYON 9EME"
1913,69100,"VILLEURBANNE"
1914,69110,"SAINTE FOY LES LYON"
1915,69120,"VAULX EN VELIN"
1916,69126,"BRINDAS"
1917,69130,"ECULLY"
1918,69140,"RILLIEUX-LA-PAPE"
1919,69150,"DECINES-CHARPIEU"
1920,69160,"TASSIN-LA-DEMI-LUNE"
1921,69170,"TARARE"
1922,69190,"ST FONS"
1923,69200,"VENISSIEUX"
1924,69210,"L ARBRESLE"
1925,69210,"FLEURIEUX-SUR-L ARBRESLE"
1926,69210,"SAIN-BEL"
1927,69210,"LENTILLY"
1928,69210,"BULLY"
1929,69210,"SAINT GERMAIN NUELLES"
1930,69220,"CHARENTAY"
1931,69220,"BELLEVILLE-EN-BEAUJOLAIS"
1932,69220,"CERCIE"
1933,69230,"SAINT-GENIS-LAVAL"
1934,69240,"THIZY LES BOURGS"
1935,69250,"ALBIGNY-SUR-SAONE"
1936,69250,"NEUVILLE SUR SAONE"
1937,69250,"FLEURIEU-SUR-SAONE"
1938,69250,"CURIS-AU-MONT-D'OR"
1939,69250,"MONTANAY"
1940,69260,"CHARBONNIERES-LES-BAINS"
1941,69270,"FONTAINES SUR SAONE"
1942,69270,"COUZON-AU-MONT-D OR"
1943,69270,"CAILLOUX-SUR-FONTAINES"
1944,69270,"ROCHETAILLEE-SUR-SAONE"
1945,69270,"SAINT-ROMAIN-AU-MONT-D OR"
1946,69280,"MARCY-L ETOILE"
1947,69290,"CRAPONNE"
1948,69290,"GREZIEU-LA-VARENNE"
1949,69290,"POLLIONNAY"
1950,69300,"CALUIRE ET CUIRE"
1951,69310,"PIERRE BENITE"
1952,69320,"FEYZIN"
1953,69330,"MEYZIEU"
1954,69340,"FRANCHEVILLE"
1955,69350,"LA MULATIERE"
1956,69360,"TERNAY"
1957,69360,"SEREZIN-DU-RHONE"
1958,69360,"SOLAIZE"
1959,69360,"SAINT-SYMPHORIEN-D'OZON"
1960,69370,"SAINT-DIDIER-AU-MONT-D OR"
1961,69380,"MARCILLY-D AZERGUES"
1962,69380,"CHASSELAY"
1963,69380,"DOMMARTIN"
1964,69380,"LOZANNE"
1965,69380,"ALIX"
1966,69380,"CHESSY"
1967,69390,"CHARLY"
1968,69390,"VERNAISON"
1969,69390,"VOURLES"
1970,69400,"VILLEFRANCHE"
1971,69400,"LIMAS"
1972,69400,"ARNAS"
1973,69400,"GLEIZE"
1974,69410,"CHAMPAGNE-AU-MONT-D OR"
1975,69420,"CONDRIEU"
1976,69420,"AMPUIS"
1977,69430,"SAINT-DIDIER-SUR-BEAUJEU"
1978,69440,"TALUYERS"
1979,69440,"SAINT LAURENT D'AGNY"
1980,69440,"MORNANT"
1981,69450,"SAINT CYR AU MONT D OR"
1982,69480,"ANSE"
1983,69480,"LUCENAY"
1984,69480,"MARCY"
1985,69490,"SARCEY"
1986,69490,"SAINT-FORGEUX"
1987,69500,"BRON"
1988,69510,"SOUCIEU EN JARREST"
1989,69510,"THURINS"
1990,69520,"GRIGNY"
1991,69530,"BRIGNAIS"
1992,69540,"IRIGNY"
1993,69550,"AMPLEPUIS"
1994,69560,"SAINTE-COLOMBE"
1995,69560,"SAINT ROMAIN EN GAL"
1996,69570,"DARDILLY"
1997,69580,"SATHONAY-CAMP"
1998,69580,"SATHONAY-VILLAGE"
1999,69590,"SAINT SYMPHORIEN SUR COISE"
2000,69600,"OULLINS"
2001,69610,"SAINTE-FOY-L ARGENTIERE"
2002,69620,"LEGNY"
2003,69620,"VAL D'OINGT"
2004,69630,"CHAPONOST"
2005,69640,"VILLE SUR JARNIOUX"
2006,69640,"SAINT-JULIEN"
2007,69650,"QUINCIEUX"
2008,69650,"SAINT-GERMAIN-AU-MONT-D OR"
2009,69660,"COLLONGES-AU-MONT- D OR"
2010,69680,"CHASSIEU"
2011,69690,"BRUSSIEU"
2012,69690,"COURZIEU"
2013,69700,"GIVORS"
2014,69700,"ECHALAS"
2015,69700,"MONTAGNY"
2016,69720,"SAINT-BONNET-DE-MURE"
2017,69720,"SAINT-LAURENT-DE-MURE"
2018,69730,"GENAY"
2019,69740,"GENAS"
2020,69760,"LIMONEST"
2021,69780,"SAINT-PIERRE-DE-CHANDIEU"
2022,69780,"MIONS"
2023,69780,"TOUSSIEU"
2024,69800,"SAINT-PRIEST"
2025,69830,"SAINT GEORGES DE RENEINS"
2026,69850,"DUERNE"
2027,69870,"LAMURE SUR AZERGUES"
2028,69890,"LA TOUR DE SALVAGNY"
2029,69960,"CORBAS"
2030,70000,"VESOUL"
2031,70000,"NOIDANS-LES-VESOUL"
2032,70000,"NAVENNE"
2033,70000,"PUSEY"
2034,70000,"ECHENOZ-LA-MELINE"
2035,70100,"ARC-LES-GRAY"
2036,70110,"VILLERSEXEL"
2037,70190,"RIOZ"
2038,70200,"LURE"
2039,70300,"LUXEUIL-LES-BAINS"
2040,70300,"SAINT-SAUVEUR"
2041,70400,"HERICOURT"
2042,70400,"CHALONVILLARS"
2043,70400,"CHAGEY"
2044,71000,"MACON"
2045,71100,"CHALON-SUR-SAONE"
2046,71100,"SAINT-REMY"
2047,71120,"CHAROLLES"
2048,71150,"CHAGNY"
2049,71160,"DIGOIN"
2050,71170,"CHAUFFAILLES"
2051,71200,"LE CREUSOT"
2052,71200,"SAINT SERNIN DU BOIS"
2053,71210,"MONTCHANIN"
2054,71230,"SAINT VALLIER"
2055,71250,"CLUNY"
2056,71300,"MONTCEAU LES MINES"
2057,71390,"SAINT-DESERT"
2058,71400,"AUTUN"
2059,71450,"BLANZY"
2060,71500,"LOUHANS"
2061,71600,"PARAY LE MONIAL"
2062,71640,"GIVRY"
2063,71700,"TOURNUS"
2064,72000,"LE MANS"
2065,72100,"LE MANS"
2066,72120,"SAINT CALAIS"
2067,72170,"BEAUMONT SUR SARTHE"
2068,72200,"LA FLECHE"
2069,72200,"CLERMONT CREANS"
2070,72220,"SAINT MARS D OUTILLE"
2071,72230,"RUAUDIN"
2072,72230,"MULSANNE"
2073,72250,"PARIGNE L EVEQUE"
2074,72300,"SABLE SUR SARTHE"
2075,72400,"LA FERTE BERNARD"
2076,72430,"NOYEN SUR SARTHE"
2077,72450,"MONTFORT-LE-GESNOIS"
2078,72500,"MONTVAL-SUR-LOIR"
2079,72600,"MAMERS"
2080,72610,"CHAMPFLEUR"
2081,72700,"ALLONNES"
2082,72800,"AUBIGNE RACAN"
2083,73000,"CHAMBERY"
2084,73000,"BASSENS"
2085,73000,"BARBERAZ"
2086,73100,"AIX LES BAINS"
2087,73100,"MOUXY"
2088,73100,"TRESSERVE"
2089,73120,"COURCHEVEL"
2090,73130,"SAINT FRANCOIS LONGCHAMP"
2091,73150,"VAL-D ISERE"
2092,73190,"SAINT-JEOIRE-PRIEURE"
2093,73200,"ALBERTVILLE"
2094,73210,"LA PLAGNE TARENTAISE"
2095,73210,"AIME LA PLAGNE"
2096,73220,"EPIERRE"
2097,73230,"BARBY"
2098,73230,"SAINT-JEAN-D ARVEY"
2099,73260,"LES AVANCHERS VALMOREL"
2100,73270,"VILLARD SUR DORON"
2101,73290,"LA MOTTE SERVOLEX"
2102,73300,"ALBIEZ-MONTROND"
2103,73320,"TIGNES"
2104,73410,"ENTRELACS"
2105,73420,"VOGLANS"
2106,73440,"LES BELLEVILLE"
2107,73450,"VALLOIRE"
2108,73450,"VALMEINIER"
2109,73480,"VAL CENIS"
2110,73490,"LA RAVOIRE"
2111,73500,"MODANE"
2112,73500,"AUSSOIS"
2113,73550,"LES ALLUES"
2114,73590,"FLUMET"
2115,73620,"HAUTELUCE"
2116,73700,"MONTVALEZAN"
2117,73700,"BOURG-SAINT-MAURICE"
2118,73710,"PRALOGNAN-LA-VANOISE"
2119,74000,"ANNECY"
2120,74100,"ANNEMASSE"
2121,74100,"VETRAZ-MONTHOUX"
2122,74100,"VILLE-LA-GRAND"
2123,74120,"PRAZ SUR ARLY"
2124,74120,"MEGEVE"
2125,74120,"DEMI-QUARTIER"
2126,74130,"MONT-SAXONNEX"
2127,74130,"BONNEVILLE"
2128,74130,"CONTAMINE-SUR-ARVE"
2129,74130,"GLIERES-VAL-DE-BORNE"
2130,74150,"RUMILLY"
2131,74160,"NEYDENS"
2132,74160,"COLLONGES-SOUS-SALEVE"
2133,74160,"SAINT-JULIEN-EN-GENEVOIS"
2134,74160,"ARCHAMPS"
2135,74170,"LES CONTAMINES MONTJOIE"
2136,74170,"SAINT GERVAIS LES BAINS"
2137,74190,"PASSY"
2138,74210,"FAVERGES-SEYTHENEX"
2139,74210,"DOUSSARD"
2140,74220,"LA CLUSAZ"
2141,74230,"MANIGOD"
2142,74230,"THONES"
2143,74240,"GAILLARD"
2144,74250,"VIUZ-EN-SALLAZ"
2145,74250,"LA TOUR"
2146,74260,"LES GETS"
2147,74290,"VEYRIER-DU-LAC"
2148,74290,"MENTHON-SAINT-BERNARD"
2149,74300,"THYEZ"
2150,74300,"ARACHES LA FRASSE"
2151,74300,"CLUSES"
2152,74310,"SERVOZ"
2153,74310,"LES HOUCHES"
2154,74330,"LA BALME DE SILLINGY"
2155,74330,"POISY"
2156,74330,"EPAGNY METZ-TESSY"
2157,74340,"SAMOENS"
2158,74350,"ALLONZIER-LA-CAILLE"
2159,74350,"COPPONEX"
2160,74370,"ARGONAY"
2161,74370,"ANNECY"
2162,74380,"LUCINGES"
2163,74380,"BONNE"
2164,74400,"CHAMONIX MONT BLANC"
2165,74410,"DUINGT"
2166,74430,"SAINT-JEAN-D'AULPS"
2167,74440,"TANINGES"
2168,74440,"MORILLON"
2169,74440,"MIEUSSY"
2170,74440,"VERCHAIX"
2171,74450,"LE GRAND BORNAND"
2172,74460,"MARNAZ"
2173,74480,"PASSY"
2174,74490,"ONNION"
2175,74490,"SAINT-JEOIRE"
2176,74500,"EVIAN-LES-BAINS"
2177,74500,"SAINT-PAUL-EN-CHABLAIS"
2178,74520,"VALLEIRY"
2179,74520,"CHENEX"
2180,74560,"MONNETIER-MORNEX"
2181,74570,"GROISY"
2182,74580,"VIRY"
2183,74600,"ANNECY"
2184,74660,"VALLORCINE"
2185,74700,"SALLANCHES"
2186,74700,"CORDON"
2187,74800,"LA ROCHE SUR FORON"
2188,74800,"CORNIER"
2189,74800,"AMANCY"
2190,74800,"SAINT-PIERRE-EN-FAUCIGNY"
2191,74920,"COMBLOUX"
2192,74940,"ANNECY"
2193,74950,"SCIONZIER"
2194,74960,"ANNECY"
2195,74970,"MARIGNIER"
2196,75001,"PARIS 01"
2197,75002,"PARIS 02"
2198,75003,"PARIS 03"
2199,75004,"PARIS 04"
2200,75005,"PARIS 05"
2201,75006,"PARIS 06"
2202,75007,"PARIS 07"
2203,75008,"PARIS 08"
2204,75009,"PARIS 09"
2205,75010,"PARIS 10"
2206,75011,"PARIS 11"
2207,75012,"PARIS 12"
2208,75013,"PARIS 13"
2209,75014,"PARIS 14"
2210,75015,"PARIS 15"
2211,75016,"BOULOGNE-BILLANCOURT"
2212,75016,"PARIS 16"
2213,75017,"PARIS 17"
2214,75018,"PARIS 18"
2215,75019,"PARIS 19"
2216,75020,"PARIS 20"
2217,76000,"ROUEN"
2218,76100,"ROUEN"
2219,76110,"BREAUTE"
2220,76120,"GRAND QUEVILLY (LE)"
2221,76130,"MONT-SAINT-AIGNAN"
2222,76140,"PETIT QUEVILLY (LE)"
2223,76150,"MAROMME"
2224,76160,"DARNETAL"
2225,76160,"SAINT-LEGER-DU-BOURG-DENIS"
2226,76170,"LILLEBONNE"
2227,76190,"YVETOT"
2228,76200,"DIEPPE"
2229,76210,"GRUCHET-LE-VALASSE"
2230,76210,"LANQUETOT"
2231,76210,"BOLBEC"
2232,76220,"GOURNAY-EN-BRAY"
2233,76230,"BOIS GUILLAUME"
2234,76240,"MESNIL-ESNARD (LE)"
2235,76240,"BONSECOURS"
2236,76250,"DEVILLE-LES-ROUEN"
2237,76260,"EU"
2238,76290,"MONTIVILLIERS"
2239,76300,"SOTTEVILLE-LES-ROUEN"
2240,76310,"STE ADRESSE"
2241,76320,"CAUDEBEC-LES-ELBEUF"
2242,76320,"SAINT PIERRE LES ELBEUF"
2243,76330,"PORT-JEROME-SUR-SEINE"
2244,76360,"BARENTIN"
2245,76360,"VILLERS ECALLES"
2246,76370,"DIEPPE"
2247,76380,"CANTELEU"
2248,76400,"FECAMP"
2249,76400,"MANIQUERVILLE"
2250,76410,"TOURVILLE-LA-RIVIERE"
2251,76420,"BIHOREL"
2252,76430,"SAINT-ROMAIN-DE-COLBOSC"
2253,76440,"FORGES-LES-EAUX"
2254,76450,"SAINT MARTIN AUX BUNEAUX"
2255,76460,"SAINT-VALERY-EN-CAUX"
2256,76470,"LE TREPORT"
2257,76490,"RIVES-EN-SEINE"
2258,76500,"ELBEUF"
2259,76540,"SAINT-PIERRE-EN-PORT"
2260,76600,"LE HAVRE"
2261,76610,"LE HAVRE"
2262,76620,"LE HAVRE"
2263,76650,"PETIT-COURONNE (LE)"
2264,76700,"HARFLEUR"
2265,76700,"SAINT-LAURENT-DE-BREVEDENT"
2266,76700,"GONFREVILLE L ORCHER"
2267,76760,"YERVILLE"
2268,76790,"ETRETAT"
2269,76800,"SAINT-ETIENNE-DU-ROUVRAY"
2270,76880,"ARQUES-LA-BATAILLE"
2271,76920,"AMFREVILLE-LA-MIVOIE"
2272,76960,"NOTRE-DAME-DE-BONDEVILLE"
2273,76970,"GREMONVILLE"
2274,77000,"MELUN"
2275,77000,"VAUX-LE-PENIL"
2276,77000,"ROCHETTE(LA)"
2277,77090,"COLLEGIEN"
2278,77100,"MEAUX"
2279,77100,"NANTEUIL-LES-MEAUX"
2280,77111,"SOLERS"
2281,77111,"SOIGNOLLES-EN-BRIE"
2282,77115,"SIVRY-COURTRY"
2283,77120,"COULOMMIERS"
2284,77120,"BEAUTHEIL-SAINTS"
2285,77123,"NOISY-SUR-ECOLE"
2286,77124,"VILLENOY"
2287,77124,"CREGY-LES-MEAUX"
2288,77124,"CHAUCONIN-NEUFMONTIERS"
2289,77127,"LIEUSAINT"
2290,77130,"MONTEREAU FAULT YONNE"
2291,77130,"CANNES-ECLUSE"
2292,77133,"MACHAULT"
2293,77134,"ORMES-SUR-VOULZIE (LES)"
2294,77135,"PONTCARRE"
2295,77139,"DOUY-LA-RAMEE"
2296,77140,"SAINT-PIERRE-LES-NEMOURS"
2297,77140,"NEMOURS"
2298,77144,"MONTEVRAIN"
2299,77150,"LESIGNY"
2300,77160,"PROVINS"
2301,77163,"MORTCERF"
2302,77164,"FERRIERES-EN-BRIE"
2303,77165,"SAINT-SOUPPLETS"
2304,77166,"GRISY-SUISNES"
2305,77166,"EVRY-GREGY-SUR-YERRE"
2306,77169,"SAINT-SIMEON"
2307,77170,"SERVON"
2308,77170,"BRIE COMTE ROBERT"
2309,77170,"COUBERT"
2310,77173,"CHEVRY-COSSIGNY"
2311,77174,"VILLENEUVE-SAINT-DENIS"
2312,77176,"SAVIGNY-LE-TEMPLE"
2313,77176,"NANDY"
2314,77177,"BROU-SUR-CHANTEREINE"
2315,77178,"SAINT-PATHUS"
2316,77178,"OISSERY"
2317,77181,"LE PIN"
2318,77181,"COURTRY"
2319,77183,"CROISSY-BEAUBOURG"
2320,77184,"EMERAINVILLE"
2321,77185,"LOGNES"
