Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit (FAO),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"SCL","Compte Disponibilités et Utilisations (CDU)","29","Burundi","5510","Production","83","Sorgho","2019","2019","tonnes","8851","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","35","Cabo Verde","5510","Production","56","Maïs","2019","2019","tonnes","640","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","115","Cambodge","5510","Production","56","Maïs","2019","2019","tonnes","895000","*","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU)","115","Cambodge","5510","Production","27","Riz, paddy","2019","2019","tonnes","10886000","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","32","Cameroun","5510","Production","15","Blé","2019","2019","tonnes","500","F","Estimation FAO"
"SCL","Compte Disponibilités et Utilisations (CDU)","32","Cameroun","5510","Production","56","Maïs","2019","2019","tonnes","2309535","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","32","Cameroun","5510","Production","79","Mils","2019","2019","tonnes","105271","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","32","Cameroun","5510","Production","27","Riz, paddy","2019","2019","tonnes","313084","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","32","Cameroun","5510","Production","83","Sorgho","2019","2019","tonnes","1200000","F","Estimation FAO"
"SCL","Compte Disponibilités et Utilisations (CDU)","33","Canada","5510","Production","101","Alpiste","2019","2019","tonnes","147500","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","33","Canada","5510","Production","75","Avoine","2019","2019","tonnes","4237300","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","33","Canada","5510","Production","15","Blé","2019","2019","tonnes","32347900","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","33","Canada","5510","Production","103","Céréales mélangées","2019","2019","tonnes","191700","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","33","Canada","5510","Production","56","Maïs","2019","2019","tonnes","13403900","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","33","Canada","5510","Production","44","Orge","2019","2019","tonnes","10382600","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","33","Canada","5510","Production","89","Sarrasin, blé noir","2019","2019","tonnes","18000","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","33","Canada","5510","Production","71","Seigle","2019","2019","tonnes","333400","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","33","Canada","5510","Production","97","Triticale","2019","2019","tonnes","72200","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","40","Chili","5510","Production","75","Avoine","2019","2019","tonnes","384922","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","40","Chili","5510","Production","15","Blé","2019","2019","tonnes","1399919","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","40","Chili","5510","Production","56","Maïs","2019","2019","tonnes","973178","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","40","Chili","5510","Production","44","Orge","2019","2019","tonnes","210890","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","40","Chili","5510","Production","27","Riz, paddy","2019","2019","tonnes","174897","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","40","Chili","5510","Production","71","Seigle","2019","2019","tonnes","2878","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","40","Chili","5510","Production","97","Triticale","2019","2019","tonnes","147917","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","96","Chine - RAS de Hong-Kong","5510","Production","27","Riz, paddy","2019","2019","tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","41","Chine, continentale","5510","Production","75","Avoine","2019","2019","tonnes","495466","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","41","Chine, continentale","5510","Production","15","Blé","2019","2019","tonnes","133596300","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","41","Chine, continentale","5510","Production","108","Ceréales nda","2019","2019","tonnes","44399","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","41","Chine, continentale","5510","Production","56","Maïs","2019","2019","tonnes","260778900","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","41","Chine, continentale","5510","Production","79","Mils","2019","2019","tonnes","2300000","*","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU)","41","Chine, continentale","5510","Production","44","Orge","2019","2019","tonnes","900000","*","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU)","41","Chine, continentale","5510","Production","27","Riz, paddy","2019","2019","tonnes","209614000","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","41","Chine, continentale","5510","Production","89","Sarrasin, blé noir","2019","2019","tonnes","430166","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","41","Chine, continentale","5510","Production","71","Seigle","2019","2019","tonnes","511363","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","41","Chine, continentale","5510","Production","83","Sorgho","2019","2019","tonnes","3600000","*","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU)","41","Chine, continentale","5510","Production","97","Triticale","2019","2019","tonnes","449306","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","214","Chine, Taiwan Province de","5510","Production","15","Blé","2019","2019","tonnes","4831","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","214","Chine, Taiwan Province de","5510","Production","108","Ceréales nda","2019","2019","tonnes","405","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","214","Chine, Taiwan Province de","5510","Production","56","Maïs","2019","2019","tonnes","178762","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","214","Chine, Taiwan Province de","5510","Production","79","Mils","2019","2019","tonnes","379","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","214","Chine, Taiwan Province de","5510","Production","44","Orge","2019","2019","tonnes","0","M","Donnée non disponible"
"SCL","Compte Disponibilités et Utilisations (CDU)","214","Chine, Taiwan Province de","5510","Production","27","Riz, paddy","2019","2019","tonnes","1791211","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","214","Chine, Taiwan Province de","5510","Production","83","Sorgho","2019","2019","tonnes","2268","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","50","Chypre","5510","Production","75","Avoine","2019","2019","tonnes","220","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","50","Chypre","5510","Production","15","Blé","2019","2019","tonnes","29470","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","50","Chypre","5510","Production","44","Orge","2019","2019","tonnes","30400","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","50","Chypre","5510","Production","27","Riz, paddy","2019","2019","tonnes","0","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","50","Chypre","5510","Production","97","Triticale","2019","2019","tonnes","1190","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","44","Colombie","5510","Production","75","Avoine","2019","2019","tonnes","0","M","Donnée non disponible"
"SCL","Compte Disponibilités et Utilisations (CDU)","44","Colombie","5510","Production","15","Blé","2019","2019","tonnes","5684","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","44","Colombie","5510","Production","108","Ceréales nda","2019","2019","tonnes","6316","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","44","Colombie","5510","Production","56","Maïs","2019","2019","tonnes","1394863","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","44","Colombie","5510","Production","44","Orge","2019","2019","tonnes","8527","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","44","Colombie","5510","Production","27","Riz, paddy","2019","2019","tonnes","3012311","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","44","Colombie","5510","Production","83","Sorgho","2019","2019","tonnes","6380","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","45","Comores","5510","Production","56","Maïs","2019","2019","tonnes","7179","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","45","Comores","5510","Production","27","Riz, paddy","2019","2019","tonnes","35510","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","46","Congo","5510","Production","108","Ceréales nda","2019","2019","tonnes","2545","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","46","Congo","5510","Production","56","Maïs","2019","2019","tonnes","14000","*","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU)","46","Congo","5510","Production","79","Mils","2019","2019","tonnes","14499","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","46","Congo","5510","Production","27","Riz, paddy","2019","2019","tonnes","1214","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","48","Costa Rica","5510","Production","56","Maïs","2019","2019","tonnes","6241","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","48","Costa Rica","5510","Production","27","Riz, paddy","2019","2019","tonnes","153805","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","48","Costa Rica","5510","Production","83","Sorgho","2019","2019","tonnes","0","M","Donnée non disponible"
"SCL","Compte Disponibilités et Utilisations (CDU)","107","Côte d'Ivoire","5510","Production","94","Fonio","2019","2019","tonnes","20575","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","107","Côte d'Ivoire","5510","Production","56","Maïs","2019","2019","tonnes","1100000","*","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU)","107","Côte d'Ivoire","5510","Production","79","Mils","2019","2019","tonnes","65000","*","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU)","107","Côte d'Ivoire","5510","Production","27","Riz, paddy","2019","2019","tonnes","1884000","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","107","Côte d'Ivoire","5510","Production","83","Sorgho","2019","2019","tonnes","70000","*","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU)","98","Croatie","5510","Production","75","Avoine","2019","2019","tonnes","58250","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","98","Croatie","5510","Production","15","Blé","2019","2019","tonnes","803270","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","98","Croatie","5510","Production","103","Céréales mélangées","2019","2019","tonnes","0","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","98","Croatie","5510","Production","108","Ceréales nda","2019","2019","tonnes","1000","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","98","Croatie","5510","Production","56","Maïs","2019","2019","tonnes","2298320","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","98","Croatie","5510","Production","44","Orge","2019","2019","tonnes","278600","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","98","Croatie","5510","Production","27","Riz, paddy","2019","2019","tonnes","0","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","98","Croatie","5510","Production","71","Seigle","2019","2019","tonnes","6990","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","98","Croatie","5510","Production","97","Triticale","2019","2019","tonnes","66890","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","49","Cuba","5510","Production","56","Maïs","2019","2019","tonnes","275919","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","49","Cuba","5510","Production","27","Riz, paddy","2019","2019","tonnes","426268","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","49","Cuba","5510","Production","83","Sorgho","2019","2019","tonnes","5096","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","54","Danemark","5510","Production","75","Avoine","2019","2019","tonnes","247280","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","54","Danemark","5510","Production","15","Blé","2019","2019","tonnes","4642090","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","54","Danemark","5510","Production","103","Céréales mélangées","2019","2019","tonnes","28470","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","54","Danemark","5510","Production","56","Maïs","2019","2019","tonnes","40820","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","54","Danemark","5510","Production","44","Orge","2019","2019","tonnes","3624560","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","54","Danemark","5510","Production","27","Riz, paddy","2019","2019","tonnes","0","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","54","Danemark","5510","Production","71","Seigle","2019","2019","tonnes","883510","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","54","Danemark","5510","Production","97","Triticale","2019","2019","tonnes","51100","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","72","Djibouti","5510","Production","56","Maïs","2019","2019","tonnes","21","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","55","Dominique","5510","Production","56","Maïs","2019","2019","tonnes","191","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","59","Égypte","5510","Production","15","Blé","2019","2019","tonnes","8559000","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","59","Égypte","5510","Production","56","Maïs","2019","2019","tonnes","7593000","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","59","Égypte","5510","Production","44","Orge","2019","2019","tonnes","107000","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","59","Égypte","5510","Production","27","Riz, paddy","2019","2019","tonnes","4804000","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","59","Égypte","5510","Production","71","Seigle","2019","2019","tonnes","93030","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","59","Égypte","5510","Production","83","Sorgho","2019","2019","tonnes","758000","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","60","El Salvador","5510","Production","56","Maïs","2019","2019","tonnes","785991","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","60","El Salvador","5510","Production","27","Riz, paddy","2019","2019","tonnes","27603","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","60","El Salvador","5510","Production","83","Sorgho","2019","2019","tonnes","107816","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","225","Émirats arabes unis","5510","Production","15","Blé","2019","2019","tonnes","0","M","Donnée non disponible"
"SCL","Compte Disponibilités et Utilisations (CDU)","225","Émirats arabes unis","5510","Production","56","Maïs","2019","2019","tonnes","26072","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","225","Émirats arabes unis","5510","Production","44","Orge","2019","2019","tonnes","0","M","Donnée non disponible"
"SCL","Compte Disponibilités et Utilisations (CDU)","225","Émirats arabes unis","5510","Production","92","Quinoa","2019","2019","tonnes","45","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","225","Émirats arabes unis","5510","Production","83","Sorgho","2019","2019","tonnes","0","M","Donnée non disponible"
"SCL","Compte Disponibilités et Utilisations (CDU)","58","Équateur","5510","Production","75","Avoine","2019","2019","tonnes","875","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","58","Équateur","5510","Production","15","Blé","2019","2019","tonnes","5073","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","58","Équateur","5510","Production","56","Maïs","2019","2019","tonnes","1479770","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","58","Équateur","5510","Production","44","Orge","2019","2019","tonnes","13450","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","58","Équateur","5510","Production","92","Quinoa","2019","2019","tonnes","4505","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","58","Équateur","5510","Production","27","Riz, paddy","2019","2019","tonnes","1099686","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","58","Équateur","5510","Production","71","Seigle","2019","2019","tonnes","76","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","58","Équateur","5510","Production","83","Sorgho","2019","2019","tonnes","14403","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","203","Espagne","5510","Production","75","Avoine","2019","2019","tonnes","841200","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","203","Espagne","5510","Production","15","Blé","2019","2019","tonnes","6041170","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","203","Espagne","5510","Production","103","Céréales mélangées","2019","2019","tonnes","86170","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","203","Espagne","5510","Production","108","Ceréales nda","2019","2019","tonnes","25850","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","203","Espagne","5510","Production","56","Maïs","2019","2019","tonnes","4184460","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","203","Espagne","5510","Production","44","Orge","2019","2019","tonnes","7744150","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","203","Espagne","5510","Production","27","Riz, paddy","2019","2019","tonnes","778780","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","203","Espagne","5510","Production","71","Seigle","2019","2019","tonnes","261550","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","203","Espagne","5510","Production","83","Sorgho","2019","2019","tonnes","25730","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","203","Espagne","5510","Production","97","Triticale","2019","2019","tonnes","599970","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","63","Estonie","5510","Production","75","Avoine","2019","2019","tonnes","97290","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","63","Estonie","5510","Production","15","Blé","2019","2019","tonnes","846580","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","63","Estonie","5510","Production","103","Céréales mélangées","2019","2019","tonnes","1620","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","63","Estonie","5510","Production","108","Ceréales nda","2019","2019","tonnes","1760","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","63","Estonie","5510","Production","56","Maïs","2019","2019","tonnes","0","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","63","Estonie","5510","Production","44","Orge","2019","2019","tonnes","523140","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","63","Estonie","5510","Production","27","Riz, paddy","2019","2019","tonnes","0","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","63","Estonie","5510","Production","71","Seigle","2019","2019","tonnes","118980","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","63","Estonie","5510","Production","83","Sorgho","2019","2019","tonnes","0","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","63","Estonie","5510","Production","97","Triticale","2019","2019","tonnes","35210","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","209","Eswatini","5510","Production","15","Blé","2019","2019","tonnes","831","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","209","Eswatini","5510","Production","56","Maïs","2019","2019","tonnes","95000","*","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU)","209","Eswatini","5510","Production","27","Riz, paddy","2019","2019","tonnes","1000","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","209","Eswatini","5510","Production","83","Sorgho","2019","2019","tonnes","1000","*","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU)","231","États-Unis d'Amérique","5510","Production","75","Avoine","2019","2019","tonnes","771440","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","231","États-Unis d'Amérique","5510","Production","15","Blé","2019","2019","tonnes","52257620","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","231","États-Unis d'Amérique","5510","Production","108","Ceréales nda","2019","2019","tonnes","0","M","Donnée non disponible"
"SCL","Compte Disponibilités et Utilisations (CDU)","231","États-Unis d'Amérique","5510","Production","56","Maïs","2019","2019","tonnes","347047570","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","231","États-Unis d'Amérique","5510","Production","79","Mils","2019","2019","tonnes","376660","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","231","États-Unis d'Amérique","5510","Production","44","Orge","2019","2019","tonnes","3691860","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","231","États-Unis d'Amérique","5510","Production","27","Riz, paddy","2019","2019","tonnes","8376720","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","231","États-Unis d'Amérique","5510","Production","89","Sarrasin, blé noir","2019","2019","tonnes","84225","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","231","États-Unis d'Amérique","5510","Production","71","Seigle","2019","2019","tonnes","269810","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","231","États-Unis d'Amérique","5510","Production","83","Sorgho","2019","2019","tonnes","8673480","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","238","Éthiopie","5510","Production","75","Avoine","2019","2019","tonnes","45754","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","238","Éthiopie","5510","Production","15","Blé","2019","2019","tonnes","5315270","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","238","Éthiopie","5510","Production","108","Ceréales nda","2019","2019","tonnes","5735710","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","238","Éthiopie","5510","Production","56","Maïs","2019","2019","tonnes","9635735","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","238","Éthiopie","5510","Production","79","Mils","2019","2019","tonnes","1125958","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","238","Éthiopie","5510","Production","44","Orge","2019","2019","tonnes","2378010","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","238","Éthiopie","5510","Production","27","Riz, paddy","2019","2019","tonnes","170630","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","238","Éthiopie","5510","Production","83","Sorgho","2019","2019","tonnes","5265580","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","185","Fédération de Russie","5510","Production","75","Avoine","2019","2019","tonnes","4424433","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","185","Fédération de Russie","5510","Production","15","Blé","2019","2019","tonnes","74452692","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","185","Fédération de Russie","5510","Production","103","Céréales mélangées","2019","2019","tonnes","0","M","Donnée non disponible"
"SCL","Compte Disponibilités et Utilisations (CDU)","185","Fédération de Russie","5510","Production","108","Ceréales nda","2019","2019","tonnes","21000","F","Estimation FAO"
"SCL","Compte Disponibilités et Utilisations (CDU)","185","Fédération de Russie","5510","Production","56","Maïs","2019","2019","tonnes","14282352","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","185","Fédération de Russie","5510","Production","79","Mils","2019","2019","tonnes","439771","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","185","Fédération de Russie","5510","Production","44","Orge","2019","2019","tonnes","20489088","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","185","Fédération de Russie","5510","Production","27","Riz, paddy","2019","2019","tonnes","1098660","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","185","Fédération de Russie","5510","Production","89","Sarrasin, blé noir","2019","2019","tonnes","785702","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","185","Fédération de Russie","5510","Production","71","Seigle","2019","2019","tonnes","1428421","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","185","Fédération de Russie","5510","Production","83","Sorgho","2019","2019","tonnes","98702","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","185","Fédération de Russie","5510","Production","97","Triticale","2019","2019","tonnes","355883","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","66","Fidji","5510","Production","56","Maïs","2019","2019","tonnes","1400","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","66","Fidji","5510","Production","27","Riz, paddy","2019","2019","tonnes","5748","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","66","Fidji","5510","Production","83","Sorgho","2019","2019","tonnes","24","Im","Données de la FAO basées sur une méthodologie d'imputation"
"SCL","Compte Disponibilités et Utilisations (CDU)","67","Finlande","5510","Production","75","Avoine","2019","2019","tonnes","1187480","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","67","Finlande","5510","Production","15","Blé","2019","2019","tonnes","914180","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","67","Finlande","5510","Production","103","Céréales mélangées","2019","2019","tonnes","46210","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","67","Finlande","5510","Production","108","Ceréales nda","2019","2019","tonnes","1020","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","67","Finlande","5510","Production","44","Orge","2019","2019","tonnes","1701960","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","67","Finlande","5510","Production","27","Riz, paddy","2019","2019","tonnes","0","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","67","Finlande","5510","Production","71","Seigle","2019","2019","tonnes","185260","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","67","Finlande","5510","Production","83","Sorgho","2019","2019","tonnes","0","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","68","France","5510","Production","75","Avoine","2019","2019","tonnes","402420","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","68","France","5510","Production","15","Blé","2019","2019","tonnes","40604960","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","68","France","5510","Production","103","Céréales mélangées","2019","2019","tonnes","452010","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","68","France","5510","Production","108","Ceréales nda","2019","2019","tonnes","226750","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","68","France","5510","Production","56","Maïs","2019","2019","tonnes","12845020","","Donnée officielle"
"SCL","Compte Disponibilités et Utilisations (CDU)","68","France","5510","Production","44","Orge","2019","2019","tonnes","13565420","","Donnée officielle"
