product_id,price,onsale_web,stock_quantity,sku,total_sales,post_name
4405,68.1,1,6,13230,0.0,cognac-frapin-chateau-de-fontpinot-xo-1-2
4406,157.0,1,3,7819,0.0,cognac-frapin-chateau-de-fontpinot-1989-20-ans
4407,104.0,1,6,3509,1.0,cognac-frapin-cigar-blend
4558,28.1,1,96,15426,3.0,montcalmes-larzac-rouge-2017
4564,21.7,1,60,15621,19.0,domaine-giudicelli-vfd-ete-rouge-2018
4566,28.5,1,3,15457,0.0,domaine-de-montcalmes-ct-languedoc-blanc-2017
4568,21.5,0,0,15065,,post_name_vide
4573,67.2,1,9,13604,0.0,cdme-beaune-1ercru-greves-3-journaux-2015
4582,109.6,1,7,12857,0.0,chateau-de-puligny-montrachet-1cru-champ-canet-2014
4584,32.3,0,0,14785,,post_name_vide
4596,43.9,1,0,15476,23.0,marc-colin-et-fils-chassagne-montrachet-blanc-margot-2017
4597,61.6,1,0,14000,2.0,marc-colin-et-fils-chassagne-montrachet-blanc-vide-bourses-2016
4598,41.8,1,61,15478,1.0,marc-colin-et-fils-saint-aubin-en-montceau-2017
4600,26.5,1,0,15475,0.0,marc-colin-et-fils-chassagne-montrachet-rouge-vieilles-vignes-2017
4601,16.1,1,31,16151,4.0,catherine-et-claude-marechal-bourgogne-aligote-2018
4602,31.5,1,26,15659,7.0,catherine-et-claude-marechal-chorey-les-beaune-2017
4603,31.5,1,39,15147,1.0,catherine-et-claude-marechal-ladoix-rouge-les-chaillots-2017
4604,49.0,1,9,15660,1.0,catherine-et-claude-marechal-pommard-la-chaniere-2016
4605,32.2,1,1,15148,0.0,catherine-et-claude-marechal-savigny-les-beaune-rouge-2016
4606,50.1,1,41,15149,1.0,catherine-et-claude-marechal-volnay-2017
4607,13.4,1,0,15146,0.0,francois-bergeret-hautes-cotes-de-beaune-rondo-2017
4609,11.8,1,237,15145,0.0,francois-bergeret-hautes-cotes-de-beaune-rouge-2017
4610,13.1,1,114,15801,0.0,francois-bergeret-hautes-cotes-de-beaune-blanc-2018
4611,26.2,1,27,15452,15.0,gilbert-picq-chablis-vosgros-1er-cru-2017
4612,20.6,1,49,15038,10.0,gilbert-picq-chablis-vieilles-vignes-2017
4613,16.9,1,31,15030,9.0,gilbert-picq-chablis-2017
4614,19.0,1,50,15875,11.0,gilbert-picq-chablis-en-vaudecorse-2017
4615,24.0,1,10,16186,7.0,alphonse-mellot-sancerre-blanc-la-moussiere-2018
4616,57.0,1,5,14371,0.0,alphonse-mellot-sancerre-rouge-la-demoiselle-2015
4617,67.5,1,1,10459,0.0,alphonse-mellot-sancerre-rouge-generation-xix-2011
4618,30.6,1,3,14372,0.0,alphonse-mellot-sancerre-rouge-la-moussiere-2014
4619,59.0,1,5,11049,0.0,alphonse-mellot-sancerre-rouge-en-grands-champs-2012
4620,11.9,1,106,15850,6.0,bernard-baudry-chinon-rouge-les-granges-2018
4621,16.5,1,49,15849,9.0,bernard-baudry-chinon-rouge-les-grezeaux-2017
4625,52.4,1,3,812,0.0,marcel-windholtz-eau-de-vie-de-sureau
4626,52.9,1,2,807,0.0,marcel-windholtz-eau-de-vie-de-sureau-copie
4627,58.3,1,1,805,4.0,marcel-windholtz-eau-de-vie-de-poire-williams-reserve-particuliere
4628,39.6,1,2,802,0.0,marcel-windholtz-eau-de-vie-de-marc-de-muscat
4629,52.4,1,3,2534,2.0,marcel-windholtz-eau-de-vie-de-fraise
4630,62.4,1,3,793,4.0,marcel-windholtz-eau-de-vie-de-coing
4631,76.8,1,3,791,0.0,marcel-windholtz-eau-de-vie-de-baie-de-houx
4632,50.0,1,3,2179,0.0,marcel-windholtz-eau-de-quetsch-dalsace-reserve-particuliere
4633,52.4,1,2,804,3.0,marcel-windholtz-eau-de-mirabelle-dalsace-reserve-particuliere
4634,41.0,1,4,41,0.0,marcel-windholtz-eau-de-marc-de-gewurztraminer
4635,62.4,1,3,798,0.0,marcel-windholtz-eau-de-vie-de-kirsch-dalsace-reserve-particuliere
4636,50.0,1,4,2361,1.0,marcel-windholtz-eau-de-vie-de-framboise-dalsace
4646,21.5,1,34,15848,1.0,bernard-baudry-chinon-rouge-clos-guillot-2017
4647,28.5,1,48,16525,8.0,bernard-baudry-chinon-rouge-croix-boissee-2017
4648,24.3,1,9,16262,2.0,bernard-baudry-chinon-blanc-croix-boissee-2018
4649,16.5,1,5,16261,1.0,bernard-baudry-chinon-blanc-2018
4650,25.3,1,14,15206,5.0,thierry-germain-saumur-blanc-linsolite-2018
4651,49.0,1,21,11849,0.0,thierry-germain-saumur-blanc-terres-2014
4653,36.2,1,18,13515,0.0,thierry-germain-saumur-champigny-franc-de-pied-2016
4654,33.4,1,0,13514,0.0,thierry-germain-saumur-champigny-la-marginale-2016__trashed
4655,40.2,1,23,13516,0.0,thierry-germain-saumur-champigny-les-memoires-2016
4656,43.0,1,3,10814,0.0,thierry-germain-saumur-champigny-outre-terre-2013
4657,43.0,1,11,11847,0.0,thierry-germain-saumur-champigny-outre-terre-2014
4658,48.8,1,12,13517,0.0,thierry-germain-saumur-champigny-outre-terre-2016
4662,20.8,1,24,16081,0.0,pierre-martin-sancerre-les-monts-damnes-2018
4664,16.4,1,15,15402,0.0,la-cotelleraie-saint-nicolas-de-bourgueil-le-vau-jaumier-2016
4665,14.4,1,6,15404,2.0,vincent-careme-vouvray-sec-2018
4666,21.0,1,32,13647,0.0,vincent-careme-vouvray-moelleux-2015
4668,12.3,1,23,14657,3.0,xavier-frissant-touraine-amboise-loree-des-frenes-2015
4669,20.2,1,37,16053,1.0,pelle-menetou-salon-blanc-le-carroir-2018
4670,17.0,1,93,15525,2.0,pelle-menetou-salon-blanc-morogues-2018
4671,21.9,1,24,15527,0.0,pelle-menetou-salon-rouge-les-cris-2015
4672,17.8,1,5,14676,0.0,pelle-menetou-salon-rouge-morogues-2017
4673,19.8,1,35,16057,0.0,pelle-sancerre-rouge-la-croix-au-garde-2017
4674,19.0,1,41,16056,7.0,pelle-sancerre-blanc-la-croix-au-garde-2018
4675,10.7,1,35,13762,0.0,domaine-rotier-gaillac-blanc-sec-renaissance-2015
4676,12.9,1,73,15280,0.0,domaine-rotier-gaillac-blanc-doux-les-gravels-2016
4677,9.5,1,161,15282,1.0,domaine-rotier-gaillac-rouge-les-gravels-2016
4678,29.8,1,30,15281,0.0,domaine-rotier-gaillac-rouge-lame-2016
4679,13.2,1,37,15283,0.0,domaine-rotier-gaillac-rouge-renaissance-2016
4680,6.3,1,34,15934,2.0,domaine-de-joy-cotes-de-gascogne-envie-de-joy-2018
4681,7.1,1,178,15933,12.0,domaine-de-joy-cotes-de-gascogne-blanc-moelleux-saint-andre-2018
4682,9.1,1,26,15575,6.0,chateau-plaisance-fronton-2017
4683,9.1,1,42,16239,1.0,chateau-plaisance-fronton-rose-2019
4684,18.1,1,25,14451,3.0,chateau-plaisance-fronton-to-co-que-cal-2015
4686,14.0,1,6,16324,2.0,matthieu-cosse-cahors-solis-2018
4687,30.1,1,36,15582,0.0,matthieu-cosse-cahors-le-sid-2014
4689,12.8,1,6,13736,1.0,domaine-plageoles-cotes-du-tarn-blanc-sec-ondenc
4690,12.8,1,15,13659,0.0,domaine-plageoles-vin-de-france-contre-pied-2016
4703,19.8,1,2,15465,7.0,albert-mann-cremant-dalsace-extra-brut-2017
4704,18.2,1,0,15004,3.0,albert-mann-gewurztraminer-2017
